Sentence,LenFacScore,Score,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what might Name fire children ?,-33.928726754885524,-203.57236052931316,bad,left_branch_island_echo_question,107,syntax,island_effects,trigram7,-33.928726754885524,-33.928726754885524,FALSE
Name might fire what children ?,-33.928726754885524,-203.57236052931316,good,left_branch_island_echo_question,107,syntax,island_effects,trigram7,-33.928726754885524,-33.928726754885524,FALSE
what might Name fire children ?,-33.94409136543544,-203.66454819261264,bad,left_branch_island_echo_question,107,syntax,island_effects,trigram8,-33.94409136543544,-33.94409136543544,FALSE
Name might fire what children ?,-33.94409136543544,-203.66454819261264,good,left_branch_island_echo_question,107,syntax,island_effects,trigram8,-33.94409136543544,-33.94409136543544,FALSE
what might Name fire children ?,-34.10601450474192,-204.63608702845153,bad,left_branch_island_echo_question,107,syntax,island_effects,trigram9,-34.10601450474192,-34.10601450474192,FALSE
Name might fire what children ?,-34.10601450474192,-204.63608702845153,good,left_branch_island_echo_question,107,syntax,island_effects,trigram9,-34.10601450474192,-34.10601450474192,FALSE
Name is thinking about whose apples ?,-33.46487259498748,-234.25410816491234,good,left_branch_island_echo_question,117,syntax,island_effects,trigram1,-33.46487259498748,-33.95433898851635,TRUE
whose is Name thinking about apples ?,-33.95433898851635,-237.68037291961446,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram1,-33.46487259498748,-33.95433898851635,TRUE
Name is thinking about whose apples ?,-33.51026284279882,-234.5718398995917,good,left_branch_island_echo_question,117,syntax,island_effects,trigram10,-33.51026284279882,-34.03354355890202,TRUE
whose is Name thinking about apples ?,-34.03354355890202,-238.23480491231413,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram10,-33.51026284279882,-34.03354355890202,TRUE
Name is thinking about whose apples ?,-33.4232490144526,-233.9627431011682,good,left_branch_island_echo_question,117,syntax,island_effects,trigram2,-33.4232490144526,-33.92661500817503,TRUE
whose is Name thinking about apples ?,-33.92661500817503,-237.4863050572252,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram2,-33.4232490144526,-33.92661500817503,TRUE
Name is thinking about whose apples ?,-33.59706775908861,-235.17947431362026,good,left_branch_island_echo_question,117,syntax,island_effects,trigram3,-33.59706775908861,-34.104866166471126,TRUE
whose is Name thinking about apples ?,-34.104866166471126,-238.7340631652979,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram3,-33.59706775908861,-34.104866166471126,TRUE
Name is thinking about whose apples ?,-33.4708684848634,-234.29607939404383,good,left_branch_island_echo_question,117,syntax,island_effects,trigram4,-33.4708684848634,-33.96507300181158,TRUE
whose is Name thinking about apples ?,-33.96507300181158,-237.7555110126811,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram4,-33.4708684848634,-33.96507300181158,TRUE
Name is thinking about whose apples ?,-33.477392165270615,-234.3417451568943,good,left_branch_island_echo_question,117,syntax,island_effects,trigram5,-33.477392165270615,-34.10486608281043,TRUE
whose is Name thinking about apples ?,-34.10486608281043,-238.73406257967304,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram5,-33.477392165270615,-34.10486608281043,TRUE
Name is thinking about whose apples ?,-33.47496907253477,-234.3247835077434,good,left_branch_island_echo_question,117,syntax,island_effects,trigram6,-33.47496907253477,-34.08181586016957,TRUE
whose is Name thinking about apples ?,-34.08181586016957,-238.572711021187,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram6,-33.47496907253477,-34.08181586016957,TRUE
Name is thinking about whose apples ?,-33.5416619883671,-234.79163391856974,good,left_branch_island_echo_question,117,syntax,island_effects,trigram7,-33.5416619883671,-34.14301246917124,TRUE
whose is Name thinking about apples ?,-34.14301246917124,-239.0010872841987,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram7,-33.5416619883671,-34.14301246917124,TRUE
Name is thinking about whose apples ?,-33.49879564919094,-234.49156954433656,good,left_branch_island_echo_question,117,syntax,island_effects,trigram8,-33.49879564919094,-34.2691267095879,TRUE
whose is Name thinking about apples ?,-34.2691267095879,-239.8838869671153,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram8,-33.49879564919094,-34.2691267095879,TRUE
Name is thinking about whose apples ?,-33.52615963482115,-234.68311744374802,good,left_branch_island_echo_question,117,syntax,island_effects,trigram9,-33.52615963482115,-34.29649069521811,TRUE
whose is Name thinking about apples ?,-34.29649069521811,-240.0754348665268,bad,left_branch_island_echo_question,117,syntax,island_effects,trigram9,-33.52615963482115,-34.29649069521811,TRUE
what had Name brought gloves ?,-34.38291041708778,-206.29746250252668,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram1,-34.11875000030093,-34.38291041708778,TRUE
Name had brought what gloves ?,-34.11875000030093,-204.71250000180555,good,left_branch_island_echo_question,123,syntax,island_effects,trigram1,-34.11875000030093,-34.38291041708778,TRUE
what had Name brought gloves ?,-34.4028239161479,-206.4169434968874,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram10,-34.23615724948123,-34.4028239161479,TRUE
Name had brought what gloves ?,-34.23615724948123,-205.4169434968874,good,left_branch_island_echo_question,123,syntax,island_effects,trigram10,-34.23615724948123,-34.4028239161479,TRUE
what had Name brought gloves ?,-34.188519770079786,-205.13111862047873,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram2,-33.85518643674646,-34.188519770079786,TRUE
Name had brought what gloves ?,-33.85518643674646,-203.13111862047873,good,left_branch_island_echo_question,123,syntax,island_effects,trigram2,-33.85518643674646,-34.188519770079786,TRUE
what had Name brought gloves ?,-34.22391378551875,-205.34348271311248,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram3,-34.05724711885208,-34.22391378551875,TRUE
Name had brought what gloves ?,-34.05724711885208,-204.34348271311248,good,left_branch_island_echo_question,123,syntax,island_effects,trigram3,-34.05724711885208,-34.22391378551875,TRUE
what had Name brought gloves ?,-34.22697776371635,-205.3618665822981,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram4,-33.96281734692949,-34.22697776371635,TRUE
Name had brought what gloves ?,-33.96281734692949,-203.77690408157696,good,left_branch_island_echo_question,123,syntax,island_effects,trigram4,-33.96281734692949,-34.22697776371635,TRUE
what had Name brought gloves ?,-34.22391370185805,-205.3434822111483,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram5,-34.05724703519139,-34.22391370185805,TRUE
Name had brought what gloves ?,-34.05724703519139,-204.3434822111483,good,left_branch_island_echo_question,123,syntax,island_effects,trigram5,-34.05724703519139,-34.22391370185805,TRUE
what had Name brought gloves ?,-34.367530145883855,-206.20518087530314,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram6,-34.103369729097004,-34.367530145883855,TRUE
Name had brought what gloves ?,-34.103369729097004,-204.620218374582,good,left_branch_island_echo_question,123,syntax,island_effects,trigram6,-34.103369729097004,-34.367530145883855,TRUE
what had Name brought gloves ?,-34.428726754885524,-206.57236052931316,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram7,-34.095393421552195,-34.428726754885524,TRUE
Name had brought what gloves ?,-34.095393421552195,-204.57236052931316,good,left_branch_island_echo_question,123,syntax,island_effects,trigram7,-34.095393421552195,-34.428726754885524,TRUE
what had Name brought gloves ?,-34.245317185778376,-205.47190311467025,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram8,-34.07865051911171,-34.245317185778376,TRUE
Name had brought what gloves ?,-34.07865051911171,-204.47190311467025,good,left_branch_island_echo_question,123,syntax,island_effects,trigram8,-34.07865051911171,-34.245317185778376,TRUE
what had Name brought gloves ?,-34.272681171408585,-205.63608702845153,bad,left_branch_island_echo_question,123,syntax,island_effects,trigram9,-33.93934783807526,-34.272681171408585,TRUE
Name had brought what gloves ?,-33.93934783807526,-203.63608702845153,good,left_branch_island_echo_question,123,syntax,island_effects,trigram9,-33.93934783807526,-34.272681171408585,TRUE
which did Name fire ladies ?,-34.216243750421114,-205.29746250252668,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram1,-33.61875000030093,-34.216243750421114,TRUE
Name did fire which ladies ?,-33.61875000030093,-201.71250000180555,good,left_branch_island_echo_question,138,syntax,island_effects,trigram1,-33.61875000030093,-34.216243750421114,TRUE
which did Name fire ladies ?,-34.13866349936104,-204.83198099616624,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram10,-33.61034266578732,-34.13866349936104,TRUE
Name did fire which ladies ?,-33.61034266578732,-201.66205599472391,good,left_branch_island_echo_question,138,syntax,island_effects,trigram10,-33.61034266578732,-34.13866349936104,TRUE
which did Name fire ladies ?,-34.188519770079786,-205.13111862047873,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram2,-33.61194783364024,-34.188519770079786,TRUE
Name did fire which ladies ?,-33.61194783364024,-201.6716870018414,good,left_branch_island_echo_question,138,syntax,island_effects,trigram2,-33.61194783364024,-34.188519770079786,TRUE
which did Name fire ladies ?,-34.22391378551875,-205.34348271311248,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram3,-33.6473418490792,-34.22391378551875,TRUE
Name did fire which ladies ?,-33.6473418490792,-201.88405109447518,good,left_branch_island_echo_question,138,syntax,island_effects,trigram3,-33.6473418490792,-34.22391378551875,TRUE
which did Name fire ladies ?,-34.22697776371635,-205.3618665822981,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram4,-33.83998974790179,-34.22697776371635,TRUE
Name did fire which ladies ?,-33.83998974790179,-203.03993848741072,good,left_branch_island_echo_question,138,syntax,island_effects,trigram4,-33.83998974790179,-34.22697776371635,TRUE
which did Name fire ladies ?,-34.22391370185805,-205.3434822111483,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram5,-33.626419951737866,-34.22391370185805,TRUE
Name did fire which ladies ?,-33.626419951737866,-201.75851971042718,good,left_branch_island_echo_question,138,syntax,island_effects,trigram5,-33.626419951737866,-34.22391370185805,TRUE
which did Name fire ladies ?,-34.103369729097004,-204.620218374582,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram6,-33.635477242087404,-34.103369729097004,TRUE
Name did fire which ladies ?,-33.635477242087404,-201.81286345252443,good,left_branch_island_echo_question,138,syntax,island_effects,trigram6,-33.635477242087404,-34.103369729097004,TRUE
which did Name fire ladies ?,-34.26206008821886,-205.57236052931316,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram7,-33.70840540573764,-34.26206008821886,TRUE
Name did fire which ladies ?,-33.70840540573764,-202.25043243442582,good,left_branch_island_echo_question,138,syntax,island_effects,trigram7,-33.70840540573764,-34.26206008821886,TRUE
which did Name fire ladies ?,-34.14782343565818,-204.8869406139491,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram8,-33.67993094864858,-34.14782343565818,TRUE
Name did fire which ladies ?,-33.67993094864858,-202.0795856918915,good,left_branch_island_echo_question,138,syntax,island_effects,trigram8,-33.67993094864858,-34.14782343565818,TRUE
which did Name fire ladies ?,-34.272681171408585,-205.63608702845153,bad,left_branch_island_echo_question,138,syntax,island_effects,trigram9,-33.71902648892736,-34.272681171408585,TRUE
Name did fire which ladies ?,-33.71902648892736,-202.31415893356416,good,left_branch_island_echo_question,138,syntax,island_effects,trigram9,-33.71902648892736,-34.272681171408585,TRUE
Name would think about what hill ?,-33.95433898851635,-237.68037291961446,good,left_branch_island_echo_question,182,syntax,island_effects,trigram1,-33.95433898851635,-33.71141902878191,FALSE
what would Name think about hill ?,-33.71141902878191,-235.9799332014734,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram1,-33.95433898851635,-33.71141902878191,FALSE
Name would think about what hill ?,-33.949977487370425,-237.649842411593,good,left_branch_island_echo_question,182,syntax,island_effects,trigram10,-33.949977487370425,-33.66426320165614,FALSE
what would Name think about hill ?,-33.66426320165614,-235.649842411593,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram10,-33.949977487370425,-33.66426320165614,FALSE
Name would think about what hill ?,-33.88062528033397,-237.16437696233783,good,left_branch_island_echo_question,182,syntax,island_effects,trigram2,-33.88062528033397,-33.718124776941124,FALSE
what would Name think about hill ?,-33.718124776941124,-236.02687343858787,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram2,-33.88062528033397,-33.718124776941124,FALSE
Name would think about what hill ?,-33.83245322424134,-236.8271725696894,good,left_branch_island_echo_question,182,syntax,island_effects,trigram3,-33.83245322424134,-33.63552299234795,FALSE
what would Name think about hill ?,-33.63552299234795,-235.44866094643564,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram3,-33.83245322424134,-33.63552299234795,FALSE
Name would think about what hill ?,-33.919083273970536,-237.43358291779373,good,left_branch_island_echo_question,182,syntax,island_effects,trigram4,-33.919083273970536,-33.7979408587484,FALSE
what would Name think about hill ?,-33.7979408587484,-236.58558601123877,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram4,-33.919083273970536,-33.7979408587484,FALSE
Name would think about what hill ?,-34.021300011278846,-238.1491000789519,good,left_branch_island_echo_question,182,syntax,island_effects,trigram5,-34.021300011278846,-33.67629465423901,FALSE
what would Name think about hill ?,-33.67629465423901,-235.73406257967304,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram5,-34.021300011278846,-33.67629465423901,FALSE
Name would think about what hill ?,-33.82362229987563,-236.7653560991294,good,left_branch_island_echo_question,182,syntax,island_effects,trigram6,-33.82362229987563,-33.66654577508264,FALSE
what would Name think about hill ?,-33.66654577508264,-235.6658204255785,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram6,-33.82362229987563,-33.66654577508264,FALSE
Name would think about what hill ?,-33.870599526941454,-237.0941966885902,good,left_branch_island_echo_question,182,syntax,island_effects,trigram7,-33.870599526941454,-33.65839569448856,FALSE
what would Name think about hill ?,-33.65839569448856,-235.60876986141994,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram7,-33.870599526941454,-33.65839569448856,FALSE
Name would think about what hill ?,-33.98341242387362,-237.8838869671153,good,left_branch_island_echo_question,182,syntax,island_effects,trigram8,-33.98341242387362,-33.774922192639714,FALSE
what would Name think about hill ?,-33.774922192639714,-236.424455348478,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram8,-33.98341242387362,-33.774922192639714,FALSE
Name would think about what hill ?,-33.88122061013118,-237.16854427091826,good,left_branch_island_echo_question,182,syntax,island_effects,trigram9,-33.88122061013118,-33.66901677767829,FALSE
what would Name think about hill ?,-33.66901677767829,-235.683117443748,bad,left_branch_island_echo_question,182,syntax,island_effects,trigram9,-33.88122061013118,-33.66901677767829,FALSE
what can Name Name kiss child ?,-34.0136300598419,-238.09541041889332,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram1,-33.54253283860752,-34.0136300598419,TRUE
Name Name can kiss what child ?,-33.54253283860752,-234.79772987025262,good,left_branch_island_echo_question,192,syntax,island_effects,trigram1,-33.54253283860752,-34.0136300598419,TRUE
what can Name Name kiss child ?,-34.03354355890202,-238.23480491231413,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram10,-33.58847538498488,-34.03354355890202,TRUE
Name Name can kiss what child ?,-33.58847538498488,-235.1193276948942,good,left_branch_island_echo_question,192,syntax,island_effects,trigram10,-33.58847538498488,-34.03354355890202,TRUE
what can Name Name kiss child ?,-34.02348242319112,-238.16437696233783,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram2,-33.47376857939755,-34.02348242319112,TRUE
Name Name can kiss what child ?,-33.47376857939755,-234.31638005578287,good,left_branch_island_echo_question,192,syntax,island_effects,trigram2,-33.47376857939755,-34.02348242319112,TRUE
what can Name Name kiss child ?,-34.104866166471126,-238.7340631652979,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram3,-33.66380004629251,-34.104866166471126,TRUE
Name Name can kiss what child ?,-33.66380004629251,-235.64660032404757,good,left_branch_island_echo_question,192,syntax,island_effects,trigram3,-33.66380004629251,-34.104866166471126,TRUE
what can Name Name kiss child ?,-33.99259372723193,-237.9481560906235,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram4,-33.57537007973112,-33.99259372723193,TRUE
Name Name can kiss what child ?,-33.57537007973112,-235.02759055811788,good,left_branch_island_echo_question,192,syntax,island_effects,trigram4,-33.57537007973112,-33.99259372723193,TRUE
what can Name Name kiss child ?,-34.021300011278846,-238.1491000789519,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram5,-33.41810109394506,-34.021300011278846,TRUE
Name Name can kiss what child ?,-33.41810109394506,-233.92670765761545,good,left_branch_island_echo_question,192,syntax,island_effects,trigram5,-33.41810109394506,-34.021300011278846,TRUE
what can Name Name kiss child ?,-33.96647944273277,-237.7653560991294,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram6,-33.46439756089995,-33.96647944273277,TRUE
Name Name can kiss what child ?,-33.46439756089995,-234.25078292629962,good,left_branch_island_echo_question,192,syntax,island_effects,trigram6,-33.46439756089995,-33.96647944273277,TRUE
what can Name Name kiss child ?,-34.09702274133019,-238.67915918931135,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram7,-33.48801782621108,-34.09702274133019,TRUE
Name Name can kiss what child ?,-33.48801782621108,-234.41612478347753,good,left_branch_island_echo_question,192,syntax,island_effects,trigram7,-33.48801782621108,-34.09702274133019,TRUE
what can Name Name kiss child ?,-34.04270349519916,-238.29892446639414,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram8,-33.40564183539384,-34.04270349519916,TRUE
Name Name can kiss what child ?,-33.40564183539384,-233.83949284775684,good,left_branch_island_echo_question,192,syntax,island_effects,trigram8,-33.40564183539384,-34.04270349519916,TRUE
what can Name Name kiss child ?,-34.038297134924164,-238.26807994446915,bad,left_branch_island_echo_question,192,syntax,island_effects,trigram9,-33.65479739574244,-34.038297134924164,TRUE
Name Name can kiss what child ?,-33.65479739574244,-235.5835817701971,good,left_branch_island_echo_question,192,syntax,island_effects,trigram9,-33.65479739574244,-34.038297134924164,TRUE
what does Name drive to mountains ?,-33.000379039710495,-231.00265327797348,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram1,-34.05120640353244,-33.000379039710495,FALSE
Name does drive to what mountains ?,-34.05120640353244,-238.3584448247271,good,left_branch_island_echo_question,196,syntax,island_effects,trigram1,-34.05120640353244,-33.000379039710495,FALSE
what does Name drive to mountains ?,-32.88434439899367,-230.19041079295567,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram10,-34.11710963043361,-32.88434439899367,FALSE
Name does drive to what mountains ?,-34.11710963043361,-238.8197674130353,good,left_branch_island_echo_question,196,syntax,island_effects,trigram10,-34.11710963043361,-32.88434439899367,FALSE
what does Name drive to mountains ?,-32.78885202706183,-229.5219641894328,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram2,-33.70019179378629,-32.78885202706183,FALSE
Name does drive to what mountains ?,-33.70019179378629,-235.90134255650403,good,left_branch_island_echo_question,196,syntax,island_effects,trigram2,-33.70019179378629,-32.78885202706183,FALSE
what does Name drive to mountains ?,-32.78390322382925,-229.48732256680475,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram3,-33.73558580922525,-32.78390322382925,FALSE
Name does drive to what mountains ?,-33.73558580922525,-236.14910066457674,good,left_branch_island_echo_question,196,syntax,island_effects,trigram3,-33.73558580922525,-32.78390322382925,FALSE
what does Name drive to mountains ?,-32.93901666561094,-230.5731166592766,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram4,-33.84973658437479,-32.93901666561094,FALSE
Name does drive to what mountains ?,-33.84973658437479,-236.9481560906235,good,left_branch_island_echo_question,196,syntax,island_effects,trigram4,-33.84973658437479,-32.93901666561094,FALSE
what does Name drive to mountains ?,-32.82989286800961,-229.80925007606726,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram5,-33.87844286842169,-32.82989286800961,FALSE
Name does drive to what mountains ?,-33.87844286842169,-237.14910007895188,good,left_branch_island_echo_question,196,syntax,island_effects,trigram5,-33.87844286842169,-32.82989286800961,FALSE
what does Name drive to mountains ?,-32.78285055432388,-229.47995388026715,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram6,-33.89296898947138,-32.78285055432388,FALSE
Name does drive to what mountains ?,-33.89296898947138,-237.25078292629962,good,left_branch_island_echo_question,196,syntax,island_effects,trigram6,-33.89296898947138,-32.78285055432388,FALSE
what does Name drive to mountains ?,-32.76314047438929,-229.34198332072503,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram7,-33.80125283734571,-32.76314047438929,FALSE
Name does drive to what mountains ?,-33.80125283734571,-236.60876986141994,good,left_branch_island_echo_question,196,syntax,island_effects,trigram7,-33.80125283734571,-32.76314047438929,FALSE
what does Name drive to mountains ?,-32.82449249433339,-229.77144746033375,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram8,-33.816280280810425,-32.82449249433339,FALSE
Name does drive to what mountains ?,-33.816280280810425,-236.71396196567298,good,left_branch_island_echo_question,196,syntax,island_effects,trigram8,-33.816280280810425,-32.82449249433339,FALSE
what does Name drive to mountains ?,-32.82032564517373,-229.74227951621614,bad,left_branch_island_echo_question,196,syntax,island_effects,trigram9,-33.78435319511509,-32.82032564517373,FALSE
Name does drive to what mountains ?,-33.78435319511509,-236.49047236580563,good,left_branch_island_echo_question,196,syntax,island_effects,trigram9,-33.78435319511509,-32.82032564517373,FALSE
what has Name sounded like plays ?,-34.38291041708778,-240.68037291961446,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram1,-33.765492117818155,-34.38291041708778,TRUE
Name has sounded like what plays ?,-33.765492117818155,-236.3584448247271,good,left_branch_island_echo_question,230,syntax,island_effects,trigram1,-33.765492117818155,-34.38291041708778,TRUE
what has Name sounded like plays ?,-33.949977487370425,-237.64984241159297,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram10,-33.85891607013967,-33.949977487370425,TRUE
Name has sounded like what plays ?,-33.85891607013967,-237.01241249097768,good,left_branch_island_echo_question,230,syntax,island_effects,trigram10,-33.85891607013967,-33.949977487370425,TRUE
what has Name sounded like plays ?,-34.35518643674646,-240.4863050572252,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram2,-33.75948286511184,-34.35518643674646,TRUE
Name has sounded like what plays ?,-33.75948286511184,-236.31638005578287,good,left_branch_island_echo_question,230,syntax,island_effects,trigram2,-33.75948286511184,-34.35518643674646,TRUE
what has Name sounded like plays ?,-34.39058045218541,-240.7340631652979,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram3,-33.78373366455062,-34.39058045218541,TRUE
Name has sounded like what plays ?,-33.78373366455062,-236.4861356518543,good,left_branch_island_echo_question,230,syntax,island_effects,trigram3,-33.78373366455062,-34.39058045218541,TRUE
what has Name sounded like plays ?,-33.940798001605536,-237.58558601123877,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram4,-33.809721167347256,-33.940798001605536,TRUE
Name has sounded like what plays ?,-33.809721167347256,-236.66804817143077,good,left_branch_island_echo_question,230,syntax,island_effects,trigram4,-33.809721167347256,-33.940798001605536,TRUE
what has Name sounded like plays ?,-33.93773393974725,-237.56413757823074,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram5,-33.80665710548896,-33.93773393974725,TRUE
Name has sounded like what plays ?,-33.80665710548896,-236.6465997384227,good,left_branch_island_echo_question,230,syntax,island_effects,trigram5,-33.80665710548896,-33.93773393974725,TRUE
what has Name sounded like plays ?,-34.367530145883855,-240.572711021187,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram6,-33.7836068828481,-34.367530145883855,TRUE
Name has sounded like what plays ?,-33.7836068828481,-236.48524817993666,good,left_branch_island_echo_question,230,syntax,island_effects,trigram6,-33.7836068828481,-34.367530145883855,TRUE
what has Name sounded like plays ?,-34.428726754885524,-241.0010872841987,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram7,-33.84480349184977,-34.428726754885524,TRUE
Name has sounded like what plays ?,-33.84480349184977,-236.91362444294836,good,left_branch_island_echo_question,230,syntax,island_effects,trigram7,-33.84480349184977,-34.428726754885524,TRUE
what has Name sounded like plays ?,-33.95913742366757,-237.713961965673,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram8,-33.82806058940928,-33.95913742366757,TRUE
Name has sounded like what plays ?,-33.82806058940928,-236.79642412586497,good,left_branch_island_echo_question,230,syntax,island_effects,trigram8,-33.82806058940928,-33.95913742366757,TRUE
what has Name sounded like plays ?,-34.43934783807526,-241.0754348665268,bad,left_branch_island_echo_question,230,syntax,island_effects,trigram9,-33.91071359262652,-34.43934783807526,TRUE
Name has sounded like what plays ?,-33.91071359262652,-237.37499514838566,good,left_branch_island_echo_question,230,syntax,island_effects,trigram9,-33.91071359262652,-34.43934783807526,TRUE
whose does Name forget story ?,-33.88291041708778,-203.29746250252668,bad,left_branch_island_echo_question,234,syntax,island_effects,trigram1,-33.49592240127322,-33.88291041708778,TRUE
Name does forget whose story ?,-33.49592240127322,-200.97553440763932,good,left_branch_island_echo_question,234,syntax,island_effects,trigram1,-33.49592240127322,-33.88291041708778,TRUE
whose does Name forget story ?,-33.84916923366668,-203.09501540200006,bad,left_branch_island_echo_question,234,syntax,island_effects,trigram10,-33.68250256700001,-33.84916923366668,TRUE
Name does forget whose story ?,-33.68250256700001,-202.09501540200006,good,left_branch_island_echo_question,234,syntax,island_effects,trigram10,-33.68250256700001,-33.84916923366668,TRUE
whose does Name forget story ?,-33.826865603172735,-202.9611936190364,bad,left_branch_island_echo_question,234,syntax,island_effects,trigram2,-33.326865603172735,-33.826865603172735,TRUE
