Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name visited Name .,-4.471115112304688,-22.355575561523438,"what , what .","[-3.405649185180664, -15.745365142822266, -2.3232407569885254, -0.8805292248725891, -0.0007925468380562961]",good,animate_subject_trans,1,syntax,s-selection,sample7,-4.471115112304688,-5.30872917175293,TRUE
the eye visited Name .,-5.095360279083252,-30.572160720825195,what other ? ? .,"[-4.611232280731201, -9.169097900390625, -11.879576683044434, -4.557180404663086, -0.3546766936779022, -0.00039545822073705494]",bad,animate_subject_trans,1,syntax,s-selection,sample8,-4.328215599060059,-5.095360279083252,TRUE
Name visited Name .,-4.328215599060059,-21.641077041625977,"what , ? .","[-3.1054515838623047, -14.721967697143555, -2.848072052001953, -0.9651732444763184, -0.0004128557338844985]",good,animate_subject_trans,1,syntax,s-selection,sample8,-4.328215599060059,-5.095360279083252,TRUE
the eye visited Name .,-5.135013580322266,-30.810081481933594,what other . . .,"[-4.496944427490234, -8.98964786529541, -11.626701354980469, -5.230681419372559, -0.46558964252471924, -0.0005185451591387391]",bad,animate_subject_trans,1,syntax,s-selection,sample9,-4.684415817260742,-5.135013580322266,TRUE
Name visited Name .,-4.684415817260742,-23.42207908630371,"what , . Name","[-3.224195957183838, -14.232275009155273, -4.602729797363281, -1.3623976707458496, -0.0004805363714694977]",good,animate_subject_trans,1,syntax,s-selection,sample9,-4.684415817260742,-5.135013580322266,TRUE
the snake hugged Name .,-5.051507472991943,-30.309043884277344,what what is ? ?,"[-4.740185260772705, -8.395485877990723, -10.263577461242676, -4.913600921630859, -1.995872139930725, -0.0003237200144212693]",bad,animate_subject_trans,114,syntax,s-selection,sample1,-3.3533310890197754,-5.051507472991943,TRUE
Name hugged Name .,-3.3533310890197754,-16.76665496826172,"what , . .","[-3.038832426071167, -7.862096786499023, -5.486466407775879, -0.37897512316703796, -0.0002834395272657275]",good,animate_subject_trans,114,syntax,s-selection,sample1,-3.3533310890197754,-5.051507472991943,TRUE
the snake hugged Name .,-5.39556360244751,-32.373382568359375,what other is ? ?,"[-4.7637529373168945, -8.273910522460938, -10.81110954284668, -6.454268932342529, -2.070003032684326, -0.0003369478799868375]",bad,animate_subject_trans,114,syntax,s-selection,sample10,-3.6541342735290527,-5.39556360244751,TRUE
Name hugged Name .,-3.6541342735290527,-18.270671844482422,"what , ? ?","[-3.5443806648254395, -6.105718612670898, -5.050962448120117, -3.569340944290161, -0.0002681849291548133]",good,animate_subject_trans,114,syntax,s-selection,sample10,-3.6541342735290527,-5.39556360244751,TRUE
the snake hugged Name .,-4.433282852172852,-26.59969711303711,what other 's you ?,"[-4.622214317321777, -7.322286605834961, -8.41380500793457, -4.71663761138916, -1.5243771076202393, -0.0003773453936446458]",bad,animate_subject_trans,114,syntax,s-selection,sample2,-3.203032732009888,-4.433282852172852,TRUE
Name hugged Name .,-3.203032732009888,-16.01516342163086,"what , you ?","[-3.3328781127929688, -7.680617332458496, -3.192657709121704, -1.80852472782135, -0.0004864939546678215]",good,animate_subject_trans,114,syntax,s-selection,sample2,-3.203032732009888,-4.433282852172852,TRUE
the snake hugged Name .,-5.26497220993042,-31.589832305908203,what other is you ?,"[-4.511109352111816, -9.673002243041992, -11.882378578186035, -4.170016765594482, -1.3528239727020264, -0.0005016260547563434]",bad,animate_subject_trans,114,syntax,s-selection,sample3,-3.1454508304595947,-5.26497220993042,TRUE
Name hugged Name .,-3.1454508304595947,-15.727253913879395,what . you ?,"[-3.209115743637085, -6.443982124328613, -3.9938106536865234, -2.0797863006591797, -0.0005594118847511709]",good,animate_subject_trans,114,syntax,s-selection,sample3,-3.1454508304595947,-5.26497220993042,TRUE
the snake hugged Name .,-5.010199546813965,-30.06119728088379,what other ? you .,"[-4.537508010864258, -10.273905754089355, -10.023942947387695, -4.12165641784668, -1.1037871837615967, -0.00039736481267027557]",bad,animate_subject_trans,114,syntax,s-selection,sample4,-3.2517127990722656,-5.010199546813965,TRUE
Name hugged Name .,-3.2517127990722656,-16.258563995361328,"what , you .","[-3.3675284385681152, -8.460046768188477, -3.4949090480804443, -0.9355074167251587, -0.0005719218170270324]",good,animate_subject_trans,114,syntax,s-selection,sample4,-3.2517127990722656,-5.010199546813965,TRUE
the snake hugged Name .,-5.132950782775879,-30.797704696655273,what other is you ?,"[-4.510894775390625, -9.595192909240723, -9.526416778564453, -4.788206100463867, -2.3765218257904053, -0.00047231485950760543]",bad,animate_subject_trans,114,syntax,s-selection,sample5,-3.285179853439331,-5.132950782775879,TRUE
Name hugged Name .,-3.285179853439331,-16.425899505615234,"what , you ?","[-2.9871325492858887, -6.935534477233887, -3.7905433177948, -2.712277889251709, -0.0004103533865418285]",good,animate_subject_trans,114,syntax,s-selection,sample5,-3.285179853439331,-5.132950782775879,TRUE
the snake hugged Name .,-4.663427829742432,-27.980566024780273,what what ? you .,"[-4.533783912658691, -9.645651817321777, -8.917683601379395, -3.700899839401245, -1.1817620992660522, -0.000785280775744468]",bad,animate_subject_trans,114,syntax,s-selection,sample6,-4.047691345214844,-4.663427829742432,TRUE
Name hugged Name .,-4.047691345214844,-20.23845672607422,"what , you .","[-3.349701166152954, -12.91433334350586, -2.90712308883667, -1.0668495893478394, -0.0004489606071729213]",good,animate_subject_trans,114,syntax,s-selection,sample6,-4.047691345214844,-4.663427829742432,TRUE
the snake hugged Name .,-5.4203619956970215,-32.52217102050781,what what ? you ?,"[-4.482053756713867, -9.39071273803711, -10.039909362792969, -4.960393905639648, -3.6483683586120605, -0.0007317964336834848]",bad,animate_subject_trans,114,syntax,s-selection,sample7,-3.276357650756836,-5.4203619956970215,TRUE
Name hugged Name .,-3.276357650756836,-16.38178825378418,"what , you ?","[-3.405649185180664, -6.147890090942383, -4.680368900299072, -2.1472160816192627, -0.0006629414856433868]",good,animate_subject_trans,114,syntax,s-selection,sample7,-3.276357650756836,-5.4203619956970215,TRUE
the snake hugged Name .,-5.145320415496826,-30.871923446655273,what other is you .,"[-4.611232280731201, -9.440654754638672, -10.755929946899414, -4.9311203956604, -1.1325231790542603, -0.0004640932602342218]",bad,animate_subject_trans,114,syntax,s-selection,sample8,-3.113545656204224,-5.145320415496826,TRUE
Name hugged Name .,-3.113545656204224,-15.567728042602539,"what , you ?","[-3.1054515838623047, -7.266631126403809, -3.618643283843994, -1.5765843391418457, -0.000418575422372669]",good,animate_subject_trans,114,syntax,s-selection,sample8,-3.113545656204224,-5.145320415496826,TRUE
the snake hugged Name .,-4.876790523529053,-29.2607421875,what other ? you ?,"[-4.496944427490234, -10.177105903625488, -8.608769416809082, -4.94189453125, -1.0356004238128662, -0.00042715485324151814]",bad,animate_subject_trans,114,syntax,s-selection,sample9,-3.239477634429932,-4.876790523529053,TRUE
Name hugged Name .,-3.239477634429932,-16.1973876953125,"what , you .","[-3.224195957183838, -8.045933723449707, -4.010029315948486, -0.9168100357055664, -0.0004188137245364487]",good,animate_subject_trans,114,syntax,s-selection,sample9,-3.239477634429932,-4.876790523529053,TRUE
a restaurant could bring every rug .,-6.145524501800537,-49.1641960144043,what what . . . END .,"[-4.398867607116699, -11.408090591430664, -10.23460578918457, -6.55070161819458, -8.332475662231445, -7.856439113616943, -0.3827277421951294, -0.0002843929105438292]",bad,animate_subject_trans,119,syntax,s-selection,sample1,-4.848044395446777,-6.145524501800537,TRUE
Name could bring every rug .,-4.848044395446777,-33.936309814453125,"what , . me the .","[-3.038832426071167, -7.44609260559082, -5.015759468078613, -8.39339828491211, -8.389902114868164, -1.652022361755371, -0.00030191155383363366]",good,animate_subject_trans,119,syntax,s-selection,sample1,-4.848044395446777,-6.145524501800537,TRUE
a restaurant could bring every rug .,-5.63646125793457,-45.09169006347656,what what what be your and .,"[-4.025218486785889, -8.095246315002441, -7.286534309387207, -6.7437543869018555, -8.952339172363281, -9.634472846984863, -0.35382941365242004, -0.0002960720448754728]",bad,animate_subject_trans,119,syntax,s-selection,sample10,-5.149771213531494,-5.63646125793457,TRUE
Name could bring every rug .,-5.149771213531494,-36.048397064208984,"what , be your and ?","[-3.5443806648254395, -6.8844757080078125, -6.295671463012695, -8.861111640930176, -8.940881729125977, -1.5215928554534912, -0.0002821285743266344]",good,animate_subject_trans,119,syntax,s-selection,sample10,-5.149771213531494,-5.63646125793457,TRUE
a restaurant could bring every rug .,-5.620438575744629,-44.96350860595703,what what . . it END .,"[-4.430140495300293, -8.194780349731445, -8.984349250793457, -7.705804824829102, -6.572473526000977, -8.13263988494873, -0.9427916407585144, -0.000527123745996505]",bad,animate_subject_trans,119,syntax,s-selection,sample2,-5.12069034576416,-5.620438575744629,TRUE
Name could bring every rug .,-5.12069034576416,-35.84483337402344,"what , n't it out ,","[-3.3328781127929688, -8.38164234161377, -5.332326889038086, -7.449941635131836, -8.825218200683594, -2.5224485397338867, -0.0003756771038752049]",good,animate_subject_trans,119,syntax,s-selection,sample2,-5.12069034576416,-5.620438575744629,TRUE
a restaurant could bring every rug .,-6.452605247497559,-51.62084197998047,what little ? ? it ? ?,"[-4.351625442504883, -10.601461410522461, -8.609990119934082, -7.8819193840026855, -10.553153991699219, -8.266705513000488, -1.3557474613189697, -0.00023922442051116377]",bad,animate_subject_trans,119,syntax,s-selection,sample3,-5.4633612632751465,-6.452605247497559,TRUE
Name could bring every rug .,-5.4633612632751465,-38.2435302734375,what . be it back ?,"[-3.209115743637085, -6.797214508056641, -6.993496894836426, -9.864062309265137, -8.195098876953125, -3.1841650009155273, -0.0003756771038752049]",good,animate_subject_trans,119,syntax,s-selection,sample3,-5.4633612632751465,-6.452605247497559,TRUE
a restaurant could bring every rug .,-5.992574691772461,-47.94059753417969,what little ? be the to to,"[-4.314018726348877, -9.059064865112305, -7.033421516418457, -7.082070350646973, -7.844266414642334, -9.878067970275879, -2.728926181793213, -0.0007626485894434154]",bad,animate_subject_trans,119,syntax,s-selection,sample4,-5.255214214324951,-5.992574691772461,TRUE
Name could bring every rug .,-5.255214214324951,-36.7864990234375,"what , be the back with","[-3.3675284385681152, -7.187042236328125, -5.687032699584961, -8.730720520019531, -9.568877220153809, -2.244751453399658, -0.0005502378917299211]",good,animate_subject_trans,119,syntax,s-selection,sample4,-5.255214214324951,-5.992574691772461,TRUE
a restaurant could bring every rug .,-5.662370681762695,-45.29896545410156,what Name ? I it back ?,"[-4.192211627960205, -8.598499298095703, -7.2123637199401855, -5.559194564819336, -9.846673965454102, -6.602420330047607, -3.286184787750244, -0.0014146092580631375]",bad,animate_subject_trans,119,syntax,s-selection,sample5,-5.103133201599121,-5.662370681762695,TRUE
Name could bring every rug .,-5.103133201599121,-35.72193145751953,"what , n't it back .","[-2.9871325492858887, -7.049099445343018, -5.353846549987793, -11.43458080291748, -7.583483695983887, -1.3132320642471313, -0.0005573864909820259]",good,animate_subject_trans,119,syntax,s-selection,sample5,-5.103133201599121,-5.662370681762695,TRUE
a restaurant could bring every rug .,-5.803423404693604,-46.42738723754883,what what ? you it END .,"[-4.07696533203125, -8.37533950805664, -8.85069465637207, -6.018675327301025, -9.564140319824219, -8.810466766357422, -0.7308248281478882, -0.0002818902430590242]",bad,animate_subject_trans,119,syntax,s-selection,sample6,-5.267654895782471,-5.803423404693604,TRUE
Name could bring every rug .,-5.267654895782471,-36.87358474731445,"what , you them END and","[-3.349701166152954, -7.682472229003906, -5.673095703125, -10.315829277038574, -7.908088684082031, -1.944087028503418, -0.0003103728231508285]",good,animate_subject_trans,119,syntax,s-selection,sample6,-5.267654895782471,-5.803423404693604,TRUE
a restaurant could bring every rug .,-5.550952911376953,-44.407623291015625,what what . . the the .,"[-4.070566654205322, -8.46469497680664, -8.55785083770752, -8.432452201843262, -7.575430870056152, -7.13155460357666, -0.17462441325187683, -0.0004444326623342931]",bad,animate_subject_trans,119,syntax,s-selection,sample7,-4.838348388671875,-5.550952911376953,TRUE
Name could bring every rug .,-4.838348388671875,-33.868438720703125,"what , . the the .","[-3.405649185180664, -7.268916130065918, -6.360939025878906, -8.200613021850586, -6.815357208251953, -1.8166290521621704, -0.00033384948619641364]",good,animate_subject_trans,119,syntax,s-selection,sample7,-4.838348388671875,-5.550952911376953,TRUE
a restaurant could bring every rug .,-6.600876331329346,-52.807010650634766,what what . . a . .,"[-4.174904823303223, -11.712465286254883, -10.509197235107422, -8.052828788757324, -10.161776542663574, -7.812200546264648, -0.3833811283111572, -0.00025078488397412]",bad,animate_subject_trans,119,syntax,s-selection,sample8,-5.276155948638916,-6.600876331329346,TRUE
Name could bring every rug .,-5.276155948638916,-36.93309020996094,"what , you the one .","[-3.1054515838623047, -7.453001499176025, -6.466521263122559, -10.907379150390625, -8.483041763305664, -0.5174492001533508, -0.0002450642641633749]",good,animate_subject_trans,119,syntax,s-selection,sample8,-5.276155948638916,-6.600876331329346,TRUE
a restaurant could bring every rug .,-6.074770927429199,-48.598167419433594,"what what , I it in .","[-4.060761451721191, -14.202505111694336, -5.497610569000244, -5.946346282958984, -9.237894058227539, -7.9315571784973145, -1.7209036350250244, -0.0005875291535630822]",bad,animate_subject_trans,119,syntax,s-selection,sample9,-5.232418537139893,-6.074770927429199,TRUE
Name could bring every rug .,-5.232418537139893,-36.626930236816406,"what , . it back in","[-3.224195957183838, -6.428471088409424, -6.025552749633789, -10.684059143066406, -7.812629222869873, -2.451392650604248, -0.0006311332108452916]",good,animate_subject_trans,119,syntax,s-selection,sample9,-5.232418537139893,-6.074770927429199,TRUE
that rabbit was watching Name .,-5.252747535705566,-36.76923370361328,what 's . . . .,"[-3.5873281955718994, -12.967194557189941, -7.689888954162598, -8.223905563354492, -4.114691734313965, -0.18599562346935272, -0.0002325502864550799]",bad,animate_subject_trans,123,syntax,s-selection,sample1,-2.940248727798462,-5.252747535705566,TRUE
Name was watching Name .,-2.940248727798462,-17.64149284362793,"what , Name the and","[-3.038832426071167, -5.888733386993408, -5.213338851928711, -2.0093421936035156, -1.490970253944397, -0.0002762889489531517]",good,animate_subject_trans,123,syntax,s-selection,sample1,-2.940248727798462,-5.252747535705566,TRUE
that rabbit was watching Name .,-4.847766399383545,-33.934364318847656,what 's . a . .,"[-3.1774439811706543, -14.759410858154297, -5.587573051452637, -7.699342250823975, -2.677574634552002, -0.032602306455373764, -0.0004189328756183386]",bad,animate_subject_trans,123,syntax,s-selection,sample10,-2.7589447498321533,-4.847766399383545,TRUE
Name was watching Name .,-2.7589447498321533,-16.553668975830078,"what , a Name .","[-3.5443806648254395, -5.562223434448242, -5.3560380935668945, -0.9270843267440796, -1.1634629964828491, -0.0004797023138962686]",good,animate_subject_trans,123,syntax,s-selection,sample10,-2.7589447498321533,-4.847766399383545,TRUE
that rabbit was watching Name .,-4.786865711212158,-33.508060455322266,what 's . n't . .,"[-3.357022285461426, -13.277103424072266, -5.109506607055664, -7.776349067687988, -3.778985023498535, -0.20868927240371704, -0.0004059444472659379]",bad,animate_subject_trans,123,syntax,s-selection,sample2,-3.0459508895874023,-4.786865711212158,TRUE
Name was watching Name .,-3.0459508895874023,-18.275705337524414,"what , playing the and","[-3.3328781127929688, -5.135676383972168, -6.1805925369262695, -2.1959362030029297, -1.4300510883331299, -0.0005700155161321163]",good,animate_subject_trans,123,syntax,s-selection,sample2,-3.0459508895874023,-4.786865711212158,TRUE
that rabbit was watching Name .,-5.572055816650391,-39.004390716552734,what 's . . . .,"[-3.3829286098480225, -15.619039535522461, -7.249403953552246, -8.090019226074219, -4.589404582977295, -0.0733027309179306, -0.0002933310461230576]",bad,animate_subject_trans,123,syntax,s-selection,sample3,-3.134226560592652,-5.572055816650391,TRUE
Name was watching Name .,-3.134226560592652,-18.80535888671875,what . a and ?,"[-3.209115743637085, -5.662879943847656, -4.531956195831299, -3.5717687606811523, -1.829209566116333, -0.00042989550274796784]",good,animate_subject_trans,123,syntax,s-selection,sample3,-3.134226560592652,-5.572055816650391,TRUE
that rabbit was watching Name .,-5.03663969039917,-35.25647735595703,what 's . a . .,"[-3.219904899597168, -12.891250610351562, -6.9782867431640625, -8.338336944580078, -3.7876415252685547, -0.04065772145986557, -0.0003995097358711064]",bad,animate_subject_trans,123,syntax,s-selection,sample4,-2.968423843383789,-5.03663969039917,TRUE
Name was watching Name .,-2.968423843383789,-17.810543060302734,"what , going and .","[-3.3675284385681152, -5.276711940765381, -6.305485725402832, -2.6749939918518066, -0.18534979224205017, -0.00047291061491705477]",good,animate_subject_trans,123,syntax,s-selection,sample4,-2.968423843383789,-5.03663969039917,TRUE
that rabbit was watching Name .,-5.93859338760376,-41.570152282714844,what 's . a . .,"[-3.3496899604797363, -14.285059928894043, -7.740015029907227, -11.181318283081055, -4.954440116882324, -0.05916982889175415, -0.0004583738627843559]",bad,animate_subject_trans,123,syntax,s-selection,sample5,-3.804496049880981,-5.93859338760376,TRUE
Name was watching Name .,-3.804496049880981,-22.826976776123047,"what , a . Name","[-2.9871325492858887, -5.937201499938965, -9.746478080749512, -2.94124174118042, -1.2145644426345825, -0.0003580405900720507]",good,animate_subject_trans,123,syntax,s-selection,sample5,-3.804496049880981,-5.93859338760376,TRUE
that rabbit was watching Name .,-5.089325904846191,-35.625282287597656,what 's . n't the .,"[-3.432018995285034, -13.620231628417969, -3.176734447479248, -10.492677688598633, -4.736608505249023, -0.16640391945838928, -0.0006032554083503783]",bad,animate_subject_trans,123,syntax,s-selection,sample6,-3.914973497390747,-5.089325904846191,TRUE
Name was watching Name .,-3.914973497390747,-23.48984146118164,"what , a the .","[-3.349701166152954, -5.53365421295166, -10.117774963378906, -3.8643317222595215, -0.6238223910331726, -0.0005561950383707881]",good,animate_subject_trans,123,syntax,s-selection,sample6,-3.914973497390747,-5.089325904846191,TRUE
that rabbit was watching Name .,-5.0323333740234375,-35.22633361816406,what 's . in . .,"[-3.3106212615966797, -12.963983535766602, -4.787793159484863, -8.912301063537598, -5.179816246032715, -0.07120772451162338, -0.0006114759016782045]",bad,animate_subject_trans,123,syntax,s-selection,sample7,-3.4090511798858643,-5.0323333740234375,TRUE
Name was watching Name .,-3.4090511798858643,-20.454307556152344,"what , that . .","[-3.405649185180664, -5.274982452392578, -8.302685737609863, -2.824981927871704, -0.6452687978744507, -0.0007382289622910321]",good,animate_subject_trans,123,syntax,s-selection,sample7,-3.4090511798858643,-5.0323333740234375,TRUE
that rabbit was watching Name .,-5.418278217315674,-37.927947998046875,what 's . n't . .,"[-3.218332290649414, -14.180641174316406, -6.033592224121094, -7.003058433532715, -6.848684310913086, -0.643440306186676, -0.00019870213873218745]",bad,animate_subject_trans,123,syntax,s-selection,sample8,-3.6555559635162354,-5.418278217315674,TRUE
Name was watching Name .,-3.6555559635162354,-21.93333625793457,"what , talking and and","[-3.1054515838623047, -5.358878135681152, -5.62662410736084, -4.335432052612305, -3.5066542625427246, -0.0002960720448754728]",good,animate_subject_trans,123,syntax,s-selection,sample8,-3.6555559635162354,-5.418278217315674,TRUE
that rabbit was watching Name .,-5.203027248382568,-36.42119216918945,what 's . . . .,"[-3.2834882736206055, -12.796008110046387, -8.398860931396484, -8.467131614685059, -3.0115621089935303, -0.4637472331523895, -0.0003947432560380548]",bad,animate_subject_trans,123,syntax,s-selection,sample9,-2.912487745285034,-5.203027248382568,TRUE
Name was watching Name .,-2.912487745285034,-17.474925994873047,"what , a Name Name","[-3.224195957183838, -5.868238925933838, -4.910905838012695, -1.1060514450073242, -2.3650591373443604, -0.0004752936656586826]",good,animate_subject_trans,123,syntax,s-selection,sample9,-2.912487745285034,-5.203027248382568,TRUE
a print might watch Name .,-4.956658363342285,-34.69660949707031,what what ? like ? .,"[-4.398867607116699, -9.108245849609375, -8.274873733520508, -5.918058395385742, -6.602589130401611, -0.3936331570148468, -0.0003392120997887105]",bad,animate_subject_trans,132,syntax,s-selection,sample1,-3.517595052719116,-4.956658363342285,TRUE
Name might watch Name .,-3.517595052719116,-21.10556983947754,"what , be . .","[-3.038832426071167, -8.730422019958496, -7.219770908355713, -2.012495279312134, -0.1038147360086441, -0.00023541064001619816]",good,animate_subject_trans,132,syntax,s-selection,sample1,-3.517595052719116,-4.956658363342285,TRUE
a print might watch Name .,-5.542680263519287,-38.798763275146484,what what one have ? .,"[-4.025218486785889, -12.4804048538208, -7.864187717437744, -6.131361961364746, -7.720919132232666, -0.5764049887657166, -0.00026639728457666934]",bad,animate_subject_trans,132,syntax,s-selection,sample10,-3.8910958766937256,-5.542680263519287,TRUE
Name might watch Name .,-3.8910958766937256,-23.346574783325195,"what , break . .","[-3.5443806648254395, -8.007222175598145, -6.480008125305176, -4.677206516265869, -0.6375372409820557, -0.00021991695393808186]",good,animate_subject_trans,132,syntax,s-selection,sample10,-3.8910958766937256,-5.542680263519287,TRUE
a print might watch Name .,-4.831860542297363,-33.82302474975586,what what ? . ? .,"[-4.430140495300293, -9.601678848266602, -7.208559989929199, -6.776134490966797, -4.826004981994629, -0.9802064299583435, -0.0002971446083392948]",bad,animate_subject_trans,132,syntax,s-selection,sample2,-3.683575868606568,-4.831860542297363,TRUE
Name might watch Name .,-3.683575868606568,-22.101455688476562,"what , have ? ?","[-3.3328781127929688, -7.723086357116699, -6.442476272583008, -2.7246804237365723, -1.8778367042541504, -0.0004987664869986475]",good,animate_subject_trans,132,syntax,s-selection,sample2,-3.683575868606568,-4.831860542297363,TRUE
a print might watch Name .,-4.928256034851074,-34.4977912902832,what little of . . .,"[-4.351625442504883, -10.205429077148438, -6.606570243835449, -6.987229347229004, -5.286030292510986, -1.0606104135513306, -0.0002982171718031168]",bad,animate_subject_trans,132,syntax,s-selection,sample3,-3.674578666687012,-4.928256034851074,TRUE
Name might watch Name .,-3.674578666687012,-22.04747200012207,what . have the 's,"[-3.209115743637085, -6.6898698806762695, -7.65235710144043, -2.434767007827759, -2.061006546020508, -0.0003567297535482794]",good,animate_subject_trans,132,syntax,s-selection,sample3,-3.674578666687012,-4.928256034851074,TRUE
a print might watch Name .,-4.883232593536377,-34.1826286315918,what little ? be . .,"[-4.314018726348877, -9.281402587890625, -7.504884243011475, -7.554659366607666, -4.844120502471924, -0.6830397844314575, -0.0005044856225140393]",bad,animate_subject_trans,132,syntax,s-selection,sample4,-3.6891024112701416,-4.883232593536377,TRUE
Name might watch Name .,-3.6891024112701416,-22.134614944458008,"what , have ? .","[-3.3675284385681152, -7.477785110473633, -7.227691173553467, -2.855316162109375, -1.205711841583252, -0.0005824061809107661]",good,animate_subject_trans,132,syntax,s-selection,sample4,-3.6891024112701416,-4.883232593536377,TRUE
a print might watch Name .,-4.7615814208984375,-33.33106994628906,what Name ? ? ? ?,"[-4.192211627960205, -9.765899658203125, -8.821484565734863, -5.392128944396973, -3.6698286533355713, -1.4890968799591064, -0.0004203628050163388]",bad,animate_subject_trans,132,syntax,s-selection,sample5,-3.6469881534576416,-4.7615814208984375,TRUE
Name might watch Name .,-3.6469881534576416,-21.881929397583008,"what , be the .","[-2.9871325492858887, -7.528014183044434, -7.33135986328125, -2.661771297454834, -1.3731715679168701, -0.00048029806930571795]",good,animate_subject_trans,132,syntax,s-selection,sample5,-3.6469881534576416,-4.7615814208984375,TRUE
a print might watch Name .,-4.845276355743408,-33.916934967041016,what what ? ? ? 's,"[-4.07696533203125, -10.26180362701416, -7.391635417938232, -7.177948951721191, -3.229135513305664, -1.7790194749832153, -0.0004259632551111281]",bad,animate_subject_trans,132,syntax,s-selection,sample6,-3.5123980045318604,-4.845276355743408,TRUE
