Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
those friends of Name were painting .,-5.509953022003174,-44.07962417602539,what are . the Name you .,"[-6.0567121505737305, -10.615897178649902, -7.646873474121094, -1.4392929077148438, -8.79399585723877, -8.760824203491211, -0.7657244801521301, -0.0003026265767402947]",good,intransitive,13,syntax,argument_structure,sample5,-5.509953022003174,-5.97235918045044,TRUE
those friends of Name were walking through .,-5.97235918045044,-53.7512321472168,what are . the Name you . the,"[-6.0567121505737305, -10.615897178649902, -7.646873474121094, -1.4392929077148438, -8.79399585723877, -7.985627174377441, -5.855465888977051, -5.356842041015625, -0.0005274811992421746]",bad,intransitive,13,syntax,argument_structure,sample5,-5.509953022003174,-5.97235918045044,TRUE
those friends of Name were painting .,-6.103175640106201,-48.82540512084961,what are . a ? you ?,"[-6.143267631530762, -13.586068153381348, -5.687924385070801, -3.165766477584839, -10.2510404586792, -8.870903968811035, -1.119996428489685, -0.0004419303731992841]",good,intransitive,13,syntax,argument_structure,sample6,-6.103175640106201,-6.49316930770874,TRUE
those friends of Name were walking through .,-6.49316930770874,-58.43852233886719,what are . a ? you ? the,"[-6.143267631530762, -13.586068153381348, -5.687924385070801, -3.165766477584839, -10.2510404586792, -6.823704242706299, -7.081568241119385, -5.6985764503479, -0.000605638197157532]",bad,intransitive,13,syntax,argument_structure,sample6,-6.103175640106201,-6.49316930770874,TRUE
those friends of Name were painting .,-5.665613651275635,-45.32490921020508,what are the the 's END .,"[-6.4198899269104, -11.10980224609375, -7.2337541580200195, -2.440256118774414, -8.655217170715332, -9.344711303710938, -0.12073622643947601, -0.0005404680268839002]",good,intransitive,13,syntax,argument_structure,sample7,-5.665613651275635,-5.83243989944458,TRUE
those friends of Name were walking through .,-5.83243989944458,-52.49195861816406,what are the the 's END in the,"[-6.4198899269104, -11.10980224609375, -7.2337541580200195, -2.440256118774414, -8.655217170715332, -7.981452465057373, -5.77441930770874, -2.8766112327575684, -0.0005576247931458056]",bad,intransitive,13,syntax,argument_structure,sample7,-5.665613651275635,-5.83243989944458,TRUE
those friends of Name were painting .,-6.225685119628906,-49.80548095703125,what are . the 's you .,"[-6.3147993087768555, -11.990474700927734, -10.786336898803711, -2.086216926574707, -9.33137321472168, -8.826017379760742, -0.4700232446193695, -0.0002351722796447575]",good,intransitive,13,syntax,argument_structure,sample8,-6.225685119628906,-6.464902877807617,TRUE
those friends of Name were walking through .,-6.464902877807617,-58.18412780761719,what are . the 's you ? the,"[-6.3147993087768555, -11.990474700927734, -10.786336898803711, -2.086216926574707, -9.33137321472168, -6.709203720092773, -5.675408363342285, -5.289937973022461, -0.00037329382030293345]",bad,intransitive,13,syntax,argument_structure,sample8,-6.225685119628906,-6.464902877807617,TRUE
those friends of Name were painting .,-4.981200695037842,-39.849605560302734,what are are the 's you .,"[-6.076630115509033, -9.551584243774414, -7.632256507873535, -1.9097310304641724, -6.320092678070068, -8.21414852142334, -0.1446606069803238, -0.0005013877525925636]",good,intransitive,13,syntax,argument_structure,sample9,-4.981200695037842,-5.538515090942383,TRUE
those friends of Name were walking through .,-5.538515090942383,-49.84663391113281,what are are the 's you . the,"[-6.076630115509033, -9.551584243774414, -7.632256507873535, -1.9097310304641724, -6.320092678070068, -6.735541820526123, -6.369368076324463, -5.251111030578613, -0.00031740395934320986]",bad,intransitive,13,syntax,argument_structure,sample9,-4.981200695037842,-5.538515090942383,TRUE
a lot of boys can find .,-4.225543975830078,-33.804351806640625,what what of paper . n't the,"[-4.398867607116699, -6.244033336639404, -0.3959212601184845, -7.0260772705078125, -4.162212371826172, -5.26533317565918, -6.311578750610352, -0.00032789100077934563]",bad,intransitive,205,syntax,argument_structure,sample1,-4.4295573234558105,-4.225543975830078,FALSE
a lot of boys can cook .,-4.4295573234558105,-35.436458587646484,what what of paper . n't .,"[-4.398867607116699, -6.244033336639404, -0.3959212601184845, -7.0260772705078125, -4.162212371826172, -10.348745346069336, -2.8602294921875, -0.00036816971260122955]",good,intransitive,205,syntax,argument_structure,sample1,-4.4295573234558105,-4.225543975830078,FALSE
a lot of boys can find .,-4.00735330581665,-32.0588264465332,what what of one . . .,"[-4.025218486785889, -7.09914493560791, -0.34760817885398865, -5.913002014160156, -6.134878635406494, -7.882438659667969, -0.6559138894081116, -0.0006205302197486162]",bad,intransitive,205,syntax,argument_structure,sample10,-4.176903247833252,-4.00735330581665,FALSE
a lot of boys can cook .,-4.176903247833252,-33.415225982666016,what what of one . . .,"[-4.025218486785889, -7.09914493560791, -0.34760817885398865, -5.913002014160156, -6.134878635406494, -9.51054859161377, -0.38443174958229065, -0.00039843725971877575]",good,intransitive,205,syntax,argument_structure,sample10,-4.176903247833252,-4.00735330581665,FALSE
a lot of boys can find .,-4.565701484680176,-36.525611877441406,what what of milk . . .,"[-4.430140495300293, -5.856369972229004, -1.3068217039108276, -9.167564392089844, -6.539011478424072, -8.017017364501953, -1.2074939012527466, -0.0011957883834838867]",bad,intransitive,205,syntax,argument_structure,sample2,-5.03489875793457,-4.565701484680176,FALSE
a lot of boys can cook .,-5.03489875793457,-40.27919006347656,what what of milk . . .,"[-4.430140495300293, -5.856369972229004, -1.3068217039108276, -9.167564392089844, -6.539011478424072, -12.402079582214355, -0.5762434005737305, -0.0009561972692608833]",good,intransitive,205,syntax,argument_structure,sample2,-5.03489875793457,-4.565701484680176,FALSE
a lot of boys can find .,-3.867699146270752,-30.941593170166016,what little of string . n't it,"[-4.351625442504883, -5.206812858581543, -0.9388789534568787, -6.838125228881836, -5.858094692230225, -5.152712821960449, -2.5949618816375732, -0.0003840185818262398]",bad,intransitive,205,syntax,argument_structure,sample3,-4.356535911560059,-3.867699146270752,FALSE
a lot of boys can cook .,-4.356535911560059,-34.85228729248047,what little of string . n't .,"[-4.351625442504883, -5.206812858581543, -0.9388789534568787, -6.838125228881836, -5.858094692230225, -10.546523094177246, -1.1117511987686157, -0.0004782725009135902]",good,intransitive,205,syntax,argument_structure,sample3,-4.356535911560059,-3.867699146270752,FALSE
a lot of boys can find .,-4.221200466156006,-33.76960372924805,what little . a . . .,"[-4.314018726348877, -5.1874589920043945, -1.45033860206604, -7.177982330322266, -6.599482536315918, -7.784130573272705, -1.2555540800094604, -0.0006387577159330249]",bad,intransitive,205,syntax,argument_structure,sample4,-4.827537059783936,-4.221200466156006,FALSE
a lot of boys can cook .,-4.827537059783936,-38.620296478271484,what little . a . . it,"[-4.314018726348877, -5.1874589920043945, -1.45033860206604, -7.177982330322266, -6.599482536315918, -12.081687927246094, -1.8089089393615723, -0.00041607304592616856]",good,intransitive,205,syntax,argument_structure,sample4,-4.827537059783936,-4.221200466156006,FALSE
a lot of boys can find .,-4.170626640319824,-33.365013122558594,what Name of Name . . a,"[-4.192211627960205, -6.37125301361084, -0.2428271323442459, -5.45449161529541, -7.196382999420166, -6.437902450561523, -3.469149589538574, -0.0007950482540763915]",bad,intransitive,205,syntax,argument_structure,sample5,-4.58766508102417,-4.170626640319824,FALSE
a lot of boys can cook .,-4.58766508102417,-36.70132064819336,what Name of Name . . .,"[-4.192211627960205, -6.37125301361084, -0.2428271323442459, -5.45449161529541, -7.196382999420166, -10.862493515014648, -2.380654811859131, -0.0010055014863610268]",good,intransitive,205,syntax,argument_structure,sample5,-4.58766508102417,-4.170626640319824,FALSE
a lot of boys can find .,-4.268385887145996,-34.14708709716797,what what of string . n't it,"[-4.07696533203125, -5.766331195831299, -0.08822079002857208, -7.378894329071045, -5.733846664428711, -6.087039947509766, -5.014942646026611, -0.0008487674640491605]",bad,intransitive,205,syntax,argument_structure,sample6,-4.447342872619629,-4.268385887145996,FALSE
a lot of boys can cook .,-4.447342872619629,-35.57874298095703,what what of string . n't them,"[-4.07696533203125, -5.766331195831299, -0.08822079002857208, -7.378894329071045, -5.733846664428711, -9.811565399169922, -2.722193717956543, -0.000724887300748378]",good,intransitive,205,syntax,argument_structure,sample6,-4.447342872619629,-4.268385887145996,FALSE
a lot of boys can find .,-3.655982732772827,-29.247861862182617,what what of Name . n't it,"[-4.070566654205322, -4.786931991577148, -0.16683825850486755, -7.35219669342041, -4.195370674133301, -3.9988112449645996, -4.676518440246582, -0.0006276782951317728]",bad,intransitive,205,syntax,argument_structure,sample7,-4.189529895782471,-3.655982732772827,FALSE
a lot of boys can cook .,-4.189529895782471,-33.516239166259766,what what of Name . n't END,"[-4.070566654205322, -4.786931991577148, -0.16683825850486755, -7.35219669342041, -4.195370674133301, -8.976385116577148, -3.9674997329711914, -0.00044955636258237064]",good,intransitive,205,syntax,argument_structure,sample7,-4.189529895782471,-3.655982732772827,FALSE
a lot of boys can find .,-4.379654407501221,-35.037235260009766,what what of a . . it,"[-4.174904823303223, -5.0202836990356445, -0.49487918615341187, -8.333433151245117, -6.6226654052734375, -7.238064765930176, -3.1525354385375977, -0.00046921687317080796]",bad,intransitive,205,syntax,argument_structure,sample8,-4.479868412017822,-4.379654407501221,FALSE
a lot of boys can cook .,-4.479868412017822,-35.83894729614258,what what of a . . .,"[-4.174904823303223, -5.0202836990356445, -0.49487918615341187, -8.333433151245117, -6.6226654052734375, -9.871158599853516, -1.3211554288864136, -0.00046719127567484975]",good,intransitive,205,syntax,argument_structure,sample8,-4.479868412017822,-4.379654407501221,FALSE
a lot of boys can find .,-3.501349449157715,-28.01079559326172,what what of the . n't a,"[-4.060761451721191, -5.325495719909668, -0.2462805062532425, -6.052745819091797, -3.9398789405822754, -5.78975248336792, -2.5953032970428467, -0.0005776405450887978]",bad,intransitive,205,syntax,argument_structure,sample9,-3.650966644287109,-3.501349449157715,FALSE
a lot of boys can cook .,-3.650966644287109,-29.207733154296875,what what of the . n't .,"[-4.060761451721191, -5.325495719909668, -0.2462805062532425, -6.052745819091797, -3.9398789405822754, -8.608201026916504, -0.9737614989280701, -0.0006086166249588132]",good,intransitive,205,syntax,argument_structure,sample9,-3.650966644287109,-3.501349449157715,FALSE
every mouth has closed .,-7.089786052703857,-42.53871536254883,what what ? to ?,"[-12.639627456665039, -7.953158378601074, -9.526416778564453, -11.073615074157715, -1.3456053733825684, -0.00029237763374112546]",good,intransitive,230,syntax,argument_structure,sample1,-7.089786052703857,-7.370644569396973,TRUE
every mouth has looked like .,-7.370644569396973,-51.594512939453125,what what ? to in that,"[-12.639627456665039, -7.953158378601074, -9.526416778564453, -13.954885482788086, -3.0050199031829834, -4.515068531036377, -0.00033825874561443925]",bad,intransitive,230,syntax,argument_structure,sample1,-7.089786052703857,-7.370644569396973,TRUE
every mouth has closed .,-7.02366828918457,-42.14200973510742,what ? ? a ?,"[-12.481316566467285, -8.368278503417969, -8.791218757629395, -10.523255348205566, -1.9775913953781128, -0.0003513672563713044]",good,intransitive,230,syntax,argument_structure,sample10,-7.02366828918457,-7.264516353607178,TRUE
every mouth has looked like .,-7.264516353607178,-50.85161590576172,what ? ? a in that,"[-12.481316566467285, -8.368278503417969, -8.791218757629395, -10.584724426269531, -2.430879592895508, -8.194934844970703, -0.0002637753786984831]",bad,intransitive,230,syntax,argument_structure,sample10,-7.02366828918457,-7.264516353607178,TRUE
every mouth has closed .,-6.622890472412109,-39.737342834472656,what ? ? a .,"[-12.888843536376953, -7.113689422607422, -8.823517799377441, -10.354686737060547, -0.5561934113502502, -0.0004117832868359983]",good,intransitive,230,syntax,argument_structure,sample2,-6.622890472412109,-7.079188823699951,TRUE
every mouth has looked like .,-7.079188823699951,-49.5543212890625,what ? ? a . that,"[-12.888843536376953, -7.113689422607422, -8.823517799377441, -12.401012420654297, -3.9666202068328857, -4.360056400299072, -0.0005838358192704618]",bad,intransitive,230,syntax,argument_structure,sample2,-6.622890472412109,-7.079188823699951,TRUE
every mouth has closed .,-7.520568370819092,-45.123409271240234,what ? ? to ?,"[-12.484160423278809, -7.887811660766602, -11.021246910095215, -11.143756866455078, -2.5859577655792236, -0.00047362555051222444]",good,intransitive,230,syntax,argument_structure,sample3,-7.520568370819092,-8.4626617431640625,TRUE
every mouth has looked like .,-8.4626617431640625,-59.23863220214844,what ? ? to ? that,"[-12.484160423278809, -7.887811660766602, -11.021246910095215, -13.72608757019043, -6.233523368835449, -7.885275363922119, -0.0005220004240982234]",bad,intransitive,230,syntax,argument_structure,sample3,-7.520568370819092,-8.4626617431640625,TRUE
every mouth has closed .,-6.734294414520264,-40.405765533447266,what what ? a .,"[-13.558565139770508, -7.847593784332275, -8.1643705368042, -9.808802604675293, -1.0259552001953125, -0.00047600860125385225]",good,intransitive,230,syntax,argument_structure,sample4,-6.734294414520264,-7.296387672424316,TRUE
every mouth has looked like .,-7.296387672424316,-51.07471466064453,what what ? a . that,"[-13.558565139770508, -7.847593784332275, -8.1643705368042, -13.242663383483887, -1.9916846752166748, -6.26894998550415, -0.0008864049450494349]",bad,intransitive,230,syntax,argument_structure,sample4,-6.734294414520264,-7.296387672424316,TRUE
every mouth has closed .,-7.0051093101501465,-42.03065490722656,what what . a .,"[-15.019007682800293, -7.817060470581055, -8.989173889160156, -9.93780517578125, -0.26707562804222107, -0.0005304598016664386]",good,intransitive,230,syntax,argument_structure,sample5,-7.0051093101501465,-7.126744270324707,TRUE
every mouth has looked like .,-7.126744270324707,-49.887210845947266,what what . a in that,"[-15.019007682800293, -7.817060470581055, -8.989173889160156, -9.98218059539795, -4.515225410461426, -3.5635476112365723, -0.0010151476599276066]",bad,intransitive,230,syntax,argument_structure,sample5,-7.0051093101501465,-7.126744270324707,TRUE
every mouth has closed .,-7.228757858276367,-43.3725471496582,what like ? a ?,"[-12.020797729492188, -7.428985595703125, -9.818357467651367, -10.908833503723145, -3.1948986053466797, -0.0006755692302249372]",good,intransitive,230,syntax,argument_structure,sample6,-7.228757858276367,-7.109490394592285,FALSE
every mouth has looked like .,-7.109490394592285,-49.76643371582031,what like ? a ? that,"[-12.020797729492188, -7.428985595703125, -9.818357467651367, -12.509162902832031, -2.621610164642334, -5.366713047027588, -0.0008081507403403521]",bad,intransitive,230,syntax,argument_structure,sample6,-7.228757858276367,-7.109490394592285,FALSE
every mouth has closed .,-8.062260627746582,-48.373565673828125,what what ? a ?,"[-13.900102615356445, -6.313901424407959, -11.288884162902832, -13.508689880371094, -3.3614108562469482, -0.0005778788472525775]",good,intransitive,230,syntax,argument_structure,sample7,-8.062260627746582,-7.665140628814697,FALSE
every mouth has looked like .,-7.665140628814697,-53.655982971191406,what what ? a in that,"[-13.900102615356445, -6.313901424407959, -11.288884162902832, -12.44791030883789, -4.781897068023682, -4.922410011291504, -0.0008798541966825724]",bad,intransitive,230,syntax,argument_structure,sample7,-8.062260627746582,-7.665140628814697,FALSE
every mouth has closed .,-6.39263916015625,-38.3558349609375,what is . a .,"[-14.875432968139648, -7.44596004486084, -7.731235504150391, -8.138504981994629, -0.16449736058712006, -0.00020358874462544918]",good,intransitive,230,syntax,argument_structure,sample8,-6.39263916015625,-7.070258140563965,TRUE
every mouth has looked like .,-7.070258140563965,-49.49180603027344,what is . a . that,"[-14.875432968139648, -7.44596004486084, -7.731235504150391, -11.447689056396484, -4.715247631072998, -3.2759623527526855, -0.0002791491860989481]",bad,intransitive,230,syntax,argument_structure,sample8,-6.39263916015625,-7.070258140563965,TRUE
every mouth has closed .,-6.806341171264648,-40.83804702758789,what what . a ?,"[-11.960084915161133, -8.402366638183594, -6.488011360168457, -11.649502754211426, -2.3375089168548584, -0.000575376907363534]",good,intransitive,230,syntax,argument_structure,sample9,-6.806341171264648,-6.782882690429688,FALSE
every mouth has looked like .,-6.782882690429688,-47.48017883300781,what what . a like that,"[-11.960084915161133, -8.402366638183594, -6.488011360168457, -12.46778678894043, -0.4248018264770508, -7.736422061920166, -0.0007084482349455357]",bad,intransitive,230,syntax,argument_structure,sample9,-6.806341171264648,-6.782882690429688,FALSE
Name can n't drop by .,-3.952426433563232,-27.66698455810547,"what , n't ride it yourself","[-3.038832426071167, -5.5993971824646, -1.4186298847198486, -6.5793962478637695, -6.7542548179626465, -4.276101112365723, -0.0003741279651876539]",bad,intransitive,245,syntax,argument_structure,sample1,-2.2727177143096924,-3.952426433563232,TRUE
Name can n't write .,-2.2727177143096924,-13.636306762695312,"what , n't ride .","[-3.038832426071167, -5.5993971824646, -1.4186298847198486, -2.7063210010528564, -0.8728058934211731, -0.00032145579461939633]",good,intransitive,245,syntax,argument_structure,sample1,-2.2727177143096924,-3.952426433563232,TRUE
Name can n't drop by .,-3.906283855438232,-27.34398651123047,"what , n't play it yourself","[-3.5443806648254395, -5.138270378112793, -1.5633903741836548, -6.910106658935547, -7.225164413452148, -2.962315797805786, -0.0003588747640606016]",bad,intransitive,245,syntax,argument_structure,sample10,-2.715474843978882,-3.906283855438232,TRUE
Name can n't write .,-2.715474843978882,-16.292848587036133,"what , n't play on","[-3.5443806648254395, -5.138270378112793, -1.5633903741836548, -2.923245668411255, -3.1233038902282715, -0.00025722055579535663]",good,intransitive,245,syntax,argument_structure,sample10,-2.715474843978882,-3.906283855438232,TRUE
Name can n't drop by .,-4.296591758728027,-30.076143264770508,"what , n't change it Name","[-3.3328781127929688, -5.120120525360107, -0.831965446472168, -6.625368595123291, -9.487591743469238, -4.6769843101501465, -0.0012350797187536955]",bad,intransitive,245,syntax,argument_structure,sample2,-2.768627405166626,-4.296591758728027,TRUE
Name can n't write .,-2.768627405166626,-16.611764907836914,"what , n't change on","[-3.3328781127929688, -5.120120525360107, -0.831965446472168, -4.161941051483154, -3.1641829013824463, -0.0006764031131751835]",good,intransitive,245,syntax,argument_structure,sample2,-2.768627405166626,-4.296591758728027,TRUE
Name can n't drop by .,-4.220513820648193,-29.543596267700195,what . n't play it the,"[-3.209115743637085, -4.81348991394043, -1.1953182220458984, -7.458244800567627, -6.837492942810059, -6.028826713562012, -0.0011073178611695766]",bad,intransitive,245,syntax,argument_structure,sample3,-2.7319271564483643,-4.220513820648193,TRUE
Name can n't write .,-2.7319271564483643,-16.391563415527344,what . n't play on,"[-3.209115743637085, -4.81348991394043, -1.1953182220458984, -4.307877063751221, -2.8650448322296143, -0.0007173825288191438]",good,intransitive,245,syntax,argument_structure,sample3,-2.7319271564483643,-4.220513820648193,TRUE
Name can n't drop by .,-4.120448589324951,-28.8431396484375,"what , n't you it yourself","[-3.3675284385681152, -4.55946683883667, -1.9052743911743164, -5.566143989562988, -8.779040336608887, -4.664663314819336, -0.0010220548138022423]",bad,intransitive,245,syntax,argument_structure,sample4,-2.638129472732544,-4.120448589324951,TRUE
Name can n't write .,-2.638129472732544,-15.828777313232422,"what , n't you on","[-3.3675284385681152, -4.55946683883667, -1.9052743911743164, -3.549891710281372, -2.4458565711975098, -0.0007595514762215316]",good,intransitive,245,syntax,argument_structure,sample4,-2.638129472732544,-4.120448589324951,TRUE
Name can n't drop by .,-3.855342149734497,-26.987394332885742,"what , n't ? it himself","[-2.9871325492858887, -4.640105247497559, -0.9578056335449219, -6.075860977172852, -7.125720024108887, -5.200104713439941, -0.0006669919239357114]",bad,intransitive,245,syntax,argument_structure,sample5,-2.661391019821167,-3.855342149734497,TRUE
Name can n't write .,-2.661391019821167,-15.96834659576416,"what , n't ? with","[-2.9871325492858887, -4.640105247497559, -0.9578056335449219, -4.586960792541504, -2.7958202362060547, -0.0005224770284257829]",good,intransitive,245,syntax,argument_structure,sample5,-2.661391019821167,-3.855342149734497,TRUE
Name can n't drop by .,-3.779727935791016,-26.45809555053711,"what , n't play it yourself","[-3.349701166152954, -4.308987617492676, -1.002158761024475, -5.019484519958496, -8.672964096069336, -4.104333877563477, -0.0004657614335883409]",bad,intransitive,245,syntax,argument_structure,sample6,-2.4899580478668213,-3.779727935791016,TRUE
Name can n't write .,-2.4899580478668213,-14.939748764038086,"what , n't play on","[-3.349701166152954, -4.308987617492676, -1.002158761024475, -3.8154845237731934, -2.4630043506622314, -0.0004117832868359983]",good,intransitive,245,syntax,argument_structure,sample6,-2.4899580478668213,-3.779727935791016,TRUE
Name can n't drop by .,-4.170259952545166,-29.191818237304688,"what , n't tell the the","[-3.405649185180664, -4.747884750366211, -2.3662514686584473, -6.215367317199707, -8.784834861755371, -3.6708502769470215, -0.00098204065579921]",bad,intransitive,245,syntax,argument_structure,sample7,-3.031052350997925,-4.170259952545166,TRUE
Name can n't write .,-3.031052350997925,-18.18631362915039,"what , n't tell with","[-3.405649185180664, -4.747884750366211, -2.3662514686584473, -4.900918960571289, -2.7648301124572754, -0.0007789676310494542]",good,intransitive,245,syntax,argument_structure,sample7,-3.031052350997925,-4.170259952545166,TRUE
Name can n't drop by .,-3.769199132919312,-26.3843936920166,"what , n't play it yourself","[-3.1054515838623047, -5.389750957489014, -0.9787842631340027, -5.060825347900391, -7.256682395935059, -4.592375755310059, -0.0005229535745456815]",bad,intransitive,245,syntax,argument_structure,sample8,-2.4077041149139404,-3.769199132919312,TRUE
Name can n't write .,-2.4077041149139404,-14.4462251663208,"what , n't play on","[-3.1054515838623047, -5.389750957489014, -0.9787842631340027, -3.0647170543670654, -1.9070899486541748, -0.0004303721070755273]",good,intransitive,245,syntax,argument_structure,sample8,-2.4077041149139404,-3.769199132919312,TRUE
Name can n't drop by .,-4.258669376373291,-29.810686111450195,"what , n't do it yourself","[-3.224195957183838, -4.6055827140808105, -0.8045347929000854, -6.738382339477539, -10.12658405303955, -4.310900688171387, -0.0005044856225140393]",bad,intransitive,245,syntax,argument_structure,sample9,-2.376118421554565,-4.258669376373291,TRUE
Name can n't write .,-2.376118421554565,-14.25671100616455,"what , n't do with","[-3.224195957183838, -4.6055827140808105, -0.8045347929000854, -3.376948118209839, -2.244687080383301, -0.0007619338575750589]",good,intransitive,245,syntax,argument_structure,sample9,-2.376118421554565,-4.258669376373291,TRUE
Name wears .,-3.341416120529175,-13.3656644821167,"what , sneakers","[-3.038832426071167, -7.2126288414001465, -3.1138014793395996, -0.0004012971476186067]",bad,intransitive,253,syntax,argument_structure,sample1,-3.066371202468872,-3.341416120529175,TRUE
Name fell .,-3.066371202468872,-12.265484809875488,"what , down","[-3.038832426071167, -7.009298801422119, -2.217015266418457, -0.00033825874561443925]",good,intransitive,253,syntax,argument_structure,sample1,-3.066371202468872,-3.341416120529175,TRUE
Name wears .,-3.5388569831848145,-14.155427932739258,"what , sneakers","[-3.5443806648254395, -6.48393440246582, -4.126635551452637, -0.0004781533498317003]",bad,intransitive,253,syntax,argument_structure,sample10,-3.598313570022583,-3.5388569831848145,FALSE
Name fell .,-3.598313570022583,-14.393254280090332,"what , down","[-3.5443806648254395, -6.311444282531738, -4.537036895751953, -0.00039176418795250356]",good,intransitive,253,syntax,argument_structure,sample10,-3.598313570022583,-3.5388569831848145,FALSE
Name wears .,-5.084362030029297,-20.337448120117188,"what , Name","[-3.3328781127929688, -10.619497299194336, -6.3839192390441895, -0.0011544713051989675]",bad,intransitive,253,syntax,argument_structure,sample2,-3.316554307937622,-5.084362030029297,TRUE
Name fell .,-3.316554307937622,-13.266217231750488,"what , down","[-3.3328781127929688, -6.8761091232299805, -3.0566022396087646, -0.0006276782951317728]",good,intransitive,253,syntax,argument_structure,sample2,-3.316554307937622,-5.084362030029297,TRUE
Name wears .,-4.33858060836792,-17.35432243347168,what . the,"[-3.209115743637085, -10.259331703186035, -3.885369062423706, -0.0005061537376604974]",bad,intransitive,253,syntax,argument_structure,sample3,-3.379913568496704,-4.33858060836792,TRUE
Name fell .,-3.379913568496704,-13.519654273986816,what . down,"[-3.209115743637085, -5.935121536254883, -4.37506103515625, -0.0003554189461283386]",good,intransitive,253,syntax,argument_structure,sample3,-3.379913568496704,-4.33858060836792,TRUE
Name wears .,-4.618628025054932,-18.474512100219727,"what , you","[-3.3675284385681152, -11.714103698730469, -3.3920350074768066, -0.0008455515489913523]",bad,intransitive,253,syntax,argument_structure,sample4,-3.563950061798096,-4.618628025054932,TRUE
Name fell .,-3.563950061798096,-14.255800247192383,"what , down","[-3.3675284385681152, -7.869853496551514, -3.017869234085083, -0.0005490464391186833]",good,intransitive,253,syntax,argument_structure,sample4,-3.563950061798096,-4.618628025054932,TRUE
Name wears .,-4.78978157043457,-19.15912628173828,"what , it","[-2.9871325492858887, -11.500210762023926, -4.671286582946777, -0.0004953111056238413]",bad,intransitive,253,syntax,argument_structure,sample5,-3.1575310230255127,-4.78978157043457,TRUE
