Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
some chair was broken by the dishes .,-5.97074031829834,-53.736663818359375,what more . that ? Name car .,"[-6.12229585647583, -7.671871185302734, -9.895173072814941, -6.4687724113464355, -7.643633842468262, -3.4713501930236816, -12.169475555419922, -0.29257676005363464, -0.0015148365637287498]",bad,animate_subject_passive,148,syntax,s-selection,sample5,-6.155209064483643,-5.97074031829834,FALSE
some chair was broken by the child .,-6.155209064483643,-55.396881103515625,what more . that ? Name car .,"[-6.12229585647583, -7.671871185302734, -9.895173072814941, -6.4687724113464355, -7.643633842468262, -3.4713501930236816, -13.762569427490234, -0.36052602529525757, -0.0006866481271572411]",good,animate_subject_passive,148,syntax,s-selection,sample5,-6.155209064483643,-5.97074031829834,FALSE
some chair was broken by the dishes .,-5.58629846572876,-50.27668762207031,what what ? n't . the other .,"[-5.516100883483887, -9.886185646057129, -5.410080909729004, -7.024804592132568, -9.180272102355957, -2.1182546615600586, -11.104466438293457, -0.03620334342122078, -0.0003182381624355912]",bad,animate_subject_passive,148,syntax,s-selection,sample6,-5.711799621582031,-5.58629846572876,FALSE
some chair was broken by the child .,-5.711799621582031,-51.40619659423828,what what ? n't . the other .,"[-5.516100883483887, -9.886185646057129, -5.410080909729004, -7.024804592132568, -9.180272102355957, -2.1182546615600586, -11.815889358520508, -0.45428353548049927, -0.00031799983116798103]",good,animate_subject_passive,148,syntax,s-selection,sample6,-5.711799621582031,-5.58629846572876,FALSE
some chair was broken by the dishes .,-5.756582736968994,-51.80924606323242,what what . that . . bag .,"[-5.829641819000244, -8.098405838012695, -6.319971561431885, -6.032081604003906, -8.313249588012695, -3.132051467895508, -12.200862884521484, -1.8823456764221191, -0.0006317288498394191]",bad,animate_subject_passive,148,syntax,s-selection,sample7,-6.129907608032227,-5.756582736968994,FALSE
some chair was broken by the child .,-6.129907608032227,-55.169166564941406,what what . that . . bag that,"[-5.829641819000244, -8.098405838012695, -6.319971561431885, -6.032081604003906, -8.313249588012695, -3.132051467895508, -13.78719711303711, -3.656167984008789, -0.0003999863693024963]",good,animate_subject_passive,148,syntax,s-selection,sample7,-6.129907608032227,-5.756582736968994,FALSE
some chair was broken by the dishes .,-5.94401741027832,-53.496158599853516,what more ? in ? Name way ?,"[-6.137974262237549, -9.075528144836426, -6.4847307205200195, -4.972487449645996, -9.097490310668945, -2.1141059398651123, -13.359639167785645, -2.2540290355682373, -0.0001726001501083374]",bad,animate_subject_passive,148,syntax,s-selection,sample8,-5.772150039672852,-5.94401741027832,TRUE
some chair was broken by the child .,-5.772150039672852,-51.9493522644043,what more ? in ? Name way ?,"[-6.137974262237549, -9.075528144836426, -6.4847307205200195, -4.972487449645996, -9.097490310668945, -2.1141059398651123, -11.817073822021484, -2.249382734298706, -0.0005776405450887978]",good,animate_subject_passive,148,syntax,s-selection,sample8,-5.772150039672852,-5.94401741027832,TRUE
some chair was broken by the dishes .,-6.250112533569336,-56.25101089477539,what what ? . . Name other ?,"[-6.20490026473999, -7.800649642944336, -9.206798553466797, -6.69069242477417, -9.078598976135254, -2.545882225036621, -11.45684814453125, -3.266023874282837, -0.000614335120189935]",bad,animate_subject_passive,148,syntax,s-selection,sample9,-6.01894474029541,-6.250112533569336,TRUE
some chair was broken by the child .,-6.01894474029541,-54.170501708984375,what what ? . . Name other .,"[-6.20490026473999, -7.800649642944336, -9.206798553466797, -6.69069242477417, -9.078598976135254, -2.545882225036621, -11.577733993530273, -1.0648726224899292, -0.00037174468161538243]",good,animate_subject_passive,148,syntax,s-selection,sample9,-6.01894474029541,-6.250112533569336,TRUE
Name was n't sounded like by some boy .,-5.171771049499512,-51.717708587646484,"what , Name going like that Name END .","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -11.129961013793945, -1.816066026687622, -10.343050003051758, -7.916361331939697, -8.153450012207031, -0.8229336142539978, -0.00021443451987579465]",good,animate_subject_passive,162,syntax,s-selection,sample1,-5.171771049499512,-5.4427924156188965,TRUE
Name was n't sounded like by some dish .,-5.4427924156188965,-54.42792510986328,"what , Name going like that Name END .","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -11.129961013793945, -1.816066026687622, -10.343050003051758, -7.916361331939697, -10.669252395629883, -1.017356514930725, -0.00020668754586949944]",bad,animate_subject_passive,162,syntax,s-selection,sample1,-5.171771049499512,-5.4427924156188965,TRUE
Name was n't sounded like by some boy .,-4.815202713012695,-48.15202713012695,"what , a ? Name that . . .","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -12.007290840148926, -2.1959707736968994, -7.749985218048096, -7.0026421546936035, -6.728518962860107, -0.34378546476364136, -0.0003491030656732619]",good,animate_subject_passive,162,syntax,s-selection,sample10,-4.815202713012695,-5.26913595199585,TRUE
Name was n't sounded like by some dish .,-5.26913595199585,-52.69136047363281,"what , a ? Name that . . ?","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -12.007290840148926, -2.1959707736968994, -7.749985218048096, -7.0026421546936035, -10.293123245239258, -1.3186392784118652, -0.00022837892174720764]",bad,animate_subject_passive,162,syntax,s-selection,sample10,-4.815202713012695,-5.26913595199585,TRUE
Name was n't sounded like by some boy .,-5.3673505783081055,-53.67350769042969,"what , playing it on that Name . .","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -12.047163009643555, -3.356027364730835, -10.188677787780762, -7.525204658508301, -8.621308326721191, -0.16818484663963318, -0.00039176418795250356]",good,animate_subject_passive,162,syntax,s-selection,sample2,-5.3673505783081055,-5.571301460266113,TRUE
Name was n't sounded like by some dish .,-5.571301460266113,-55.7130126953125,"what , playing it on that Name . .","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -12.047163009643555, -3.356027364730835, -10.188677787780762, -7.525204658508301, -10.783738136291504, -0.044997189193964005, -0.0006541258189827204]",bad,animate_subject_passive,162,syntax,s-selection,sample2,-5.3673505783081055,-5.571301460266113,TRUE
Name was n't sounded like by some boy .,-5.578422546386719,-55.78422546386719,what . a it . that that of ?,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -13.556835174560547, -1.9264109134674072, -11.527713775634766, -6.832010746002197, -8.073723793029785, -1.5004916191101074, -0.0003399271226953715]",good,animate_subject_passive,162,syntax,s-selection,sample3,-5.578422546386719,-5.8315300941467285,TRUE
Name was n't sounded like by some dish .,-5.8315300941467285,-58.31529998779297,what . a it . that that of ?,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -13.556835174560547, -1.9264109134674072, -11.527713775634766, -6.832010746002197, -11.005239486694336, -1.0999977588653564, -0.0003939091111533344]",bad,animate_subject_passive,162,syntax,s-selection,sample3,-5.578422546386719,-5.8315300941467285,TRUE
Name was n't sounded like by some boy .,-5.202192306518555,-52.02192306518555,"what , going there like that the . .","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -12.419332504272461, -0.4110909402370453, -11.498017311096191, -7.146737098693848, -7.134445667266846, -0.14731061458587646, -0.0005433275364339352]",good,animate_subject_passive,162,syntax,s-selection,sample4,-5.202192306518555,-5.535595893859863,TRUE
Name was n't sounded like by some dish .,-5.535595893859863,-55.355960845947266,"what , going there like that the . .","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -12.419332504272461, -0.4110909402370453, -11.498017311096191, -7.146737098693848, -10.376139640808105, -0.23970983922481537, -0.0004888770054094493]",bad,animate_subject_passive,162,syntax,s-selection,sample4,-5.202192306518555,-5.535595893859863,TRUE
Name was n't sounded like by some boy .,-4.620433807373047,-46.20433807373047,"what , a a like that Name . .","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -10.984067916870117, -0.7243038415908813, -8.664274215698242, -6.15033483505249, -7.349254608154297, -0.1384103149175644, -0.0008029097807593644]",good,animate_subject_passive,162,syntax,s-selection,sample5,-4.620433807373047,-5.09398078918457,TRUE
Name was n't sounded like by some dish .,-5.09398078918457,-50.9398078918457,"what , a a like that Name . .","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -10.984067916870117, -0.7243038415908813, -8.664274215698242, -6.15033483505249, -12.07601261138916, -0.14708322286605835, -0.0008475763606838882]",bad,animate_subject_passive,162,syntax,s-selection,sample5,-4.620433807373047,-5.09398078918457,TRUE
Name was n't sounded like by some boy .,-4.673116683959961,-46.73116683959961,"what , a a like that . . .","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -11.296913146972656, -0.4202515482902527, -8.305012702941895, -7.014549255371094, -7.258709907531738, -0.2313457578420639, -0.0002661589242052287]",good,animate_subject_passive,162,syntax,s-selection,sample6,-4.673116683959961,-4.781047821044922,TRUE
Name was n't sounded like by some dish .,-4.781047821044922,-47.81047821044922,"what , a a like that . . .","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -11.296913146972656, -0.4202515482902527, -8.305012702941895, -7.014549255371094, -8.369721412658691, -0.1995868682861328, -0.0003277718205936253]",bad,animate_subject_passive,162,syntax,s-selection,sample6,-4.673116683959961,-4.781047821044922,TRUE
Name was n't sounded like by some boy .,-4.616872310638428,-46.168724060058594,"what , that dancing like that that fish in","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -11.580543518066406, -0.24515576660633087, -8.056904792785645, -5.415366172790527, -6.332058906555176, -2.1827917098999023, -0.0007146426942199469]",good,animate_subject_passive,162,syntax,s-selection,sample7,-4.616872310638428,-5.3678812980651855,TRUE
Name was n't sounded like by some dish .,-5.3678812980651855,-53.67881393432617,"what , that dancing like that that fish ?","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -11.580543518066406, -0.24515576660633087, -8.056904792785645, -5.415366172790527, -13.56744384765625, -2.4576568603515625, -0.000550357042811811]",bad,animate_subject_passive,162,syntax,s-selection,sample7,-4.616872310638428,-5.3678812980651855,TRUE
Name was n't sounded like by some boy .,-5.258084297180176,-52.58084487915039,"what , talking that like that himself of .","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -11.939990043640137, -0.7041288018226624, -11.167855262756348, -7.514406204223633, -7.9289422035217285, -0.9261410236358643, -0.00032264748006127775]",good,animate_subject_passive,162,syntax,s-selection,sample8,-5.258084297180176,-5.474601268768311,TRUE
Name was n't sounded like by some dish .,-5.474601268768311,-54.74601364135742,"what , talking that like that himself of .","[-3.1054515838623047, -5.358878135681152, -3.934731960296631, -11.939990043640137, -0.7041288018226624, -11.167855262756348, -7.514406204223633, -9.864087104797363, -1.1561661958694458, -0.00031895318534225225]",bad,animate_subject_passive,162,syntax,s-selection,sample8,-5.258084297180176,-5.474601268768311,TRUE
Name was n't sounded like by some boy .,-4.808448791503906,-48.08448791503906,"what , a it like Name Name . .","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -12.694289207458496, -0.48546043038368225, -7.184922695159912, -7.608975887298584, -6.7496795654296875, -0.35399290919303894, -0.0003927174839191139]",good,animate_subject_passive,162,syntax,s-selection,sample9,-4.808448791503906,-5.104378700256348,TRUE
Name was n't sounded like by some dish .,-5.104378700256348,-51.04378890991211,"what , a it like Name Name . .","[-3.224195957183838, -5.868238925933838, -3.9143412113189697, -12.694289207458496, -0.48546043038368225, -7.184922695159912, -7.608975887298584, -9.456326484680176, -0.6066295504570007, -0.0004101150552742183]",bad,animate_subject_passive,162,syntax,s-selection,sample9,-4.808448791503906,-5.104378700256348,TRUE
Name is n't bought by some children .,-4.638721466064453,-41.74849319458008,"what , for going a the . .","[-3.038832426071167, -3.1910829544067383, -3.1322641372680664, -10.086702346801758, -8.8610200881958, -7.712461948394775, -5.265566349029541, -0.4602498412132263, -0.0003110878460574895]",good,animate_subject_passive,288,syntax,s-selection,sample1,-4.638721466064453,-5.445740222930908,TRUE
Name is n't bought by some mirrors .,-5.445740222930908,-49.011661529541016,"what , for going a the . that","[-3.038832426071167, -3.1910829544067383, -3.1322641372680664, -10.086702346801758, -8.8610200881958, -7.712461948394775, -10.72269058227539, -2.266374349594116, -0.0002320735511602834]",bad,animate_subject_passive,288,syntax,s-selection,sample1,-4.638721466064453,-5.445740222930908,TRUE
Name is n't bought by some children .,-4.762380599975586,-42.861427307128906,"what , for a it Name ? ?","[-3.5443806648254395, -2.6201326847076416, -2.9327449798583984, -12.231256484985352, -7.761165618896484, -5.375264644622803, -6.264593124389648, -2.1313533782958984, -0.0005323661607690156]",good,animate_subject_passive,288,syntax,s-selection,sample10,-4.762380599975586,-5.594902992248535,TRUE
Name is n't bought by some mirrors .,-5.594902992248535,-50.3541259765625,"what , for a it Name ? ?","[-3.5443806648254395, -2.6201326847076416, -2.9327449798583984, -12.231256484985352, -7.761165618896484, -5.375264644622803, -10.436034202575684, -5.45263147354126, -0.0005138983833603561]",bad,animate_subject_passive,288,syntax,s-selection,sample10,-4.762380599975586,-5.594902992248535,TRUE
Name is n't bought by some children .,-4.423403739929199,-39.81063461303711,"what , for a a your water .","[-3.3328781127929688, -2.771517753601074, -2.572971820831299, -10.741535186767578, -8.15555477142334, -5.191934585571289, -6.229089736938477, -0.8146998882293701, -0.00045658653834834695]",good,animate_subject_passive,288,syntax,s-selection,sample2,-4.423403739929199,-5.004512786865234,TRUE
Name is n't bought by some mirrors .,-5.004512786865234,-45.04061508178711,"what , for a a your water that","[-3.3328781127929688, -2.771517753601074, -2.572971820831299, -10.741535186767578, -8.15555477142334, -5.191934585571289, -10.188688278198242, -2.085071086883545, -0.00046075694262981415]",bad,animate_subject_passive,288,syntax,s-selection,sample2,-4.423403739929199,-5.004512786865234,TRUE
Name is n't bought by some children .,-5.002558708190918,-45.02302932739258,what . for that the the of ?,"[-3.209115743637085, -2.775151491165161, -2.8450405597686768, -10.720760345458984, -7.9181718826293945, -8.370817184448242, -7.003218650817871, -2.180417537689209, -0.00033539868309162557]",good,animate_subject_passive,288,syntax,s-selection,sample3,-5.002558708190918,-5.645951747894287,TRUE
Name is n't bought by some mirrors .,-5.645951747894287,-50.81356430053711,what . for that the the of ?,"[-3.209115743637085, -2.775151491165161, -2.8450405597686768, -10.720760345458984, -7.9181718826293945, -8.370817184448242, -11.605215072631836, -3.3688621520996094, -0.000426439888542518]",bad,animate_subject_passive,288,syntax,s-selection,sample3,-5.002558708190918,-5.645951747894287,TRUE
Name is n't bought by some children .,-4.80136251449585,-43.21226119995117,"what , for a a a . .","[-3.3675284385681152, -2.9310076236724854, -3.2345099449157715, -10.537692070007324, -10.20747184753418, -5.983642101287842, -6.353926658630371, -0.5957751870155334, -0.000708090839907527]",good,animate_subject_passive,288,syntax,s-selection,sample4,-4.80136251449585,-5.345048904418945,TRUE
Name is n't bought by some mirrors .,-5.345048904418945,-48.105438232421875,"what , for a a a . .","[-3.3675284385681152, -2.9310076236724854, -3.2345099449157715, -10.537692070007324, -10.20747184753418, -5.983642101287842, -10.603769302368164, -1.2388910055160522, -0.0009261847590096295]",bad,animate_subject_passive,288,syntax,s-selection,sample4,-4.80136251449585,-5.345048904418945,TRUE
Name is n't bought by some children .,-4.546773910522461,-40.920963287353516,"what , for a the Name of .","[-2.9871325492858887, -2.882777690887451, -2.7099924087524414, -10.554437637329102, -8.338703155517578, -5.343715667724609, -7.390142440795898, -0.7133888006210327, -0.0006684214458800852]",good,animate_subject_passive,288,syntax,s-selection,sample5,-4.546773910522461,-5.169534206390381,TRUE
Name is n't bought by some mirrors .,-5.169534206390381,-46.52580642700195,"what , for a the Name of that","[-2.9871325492858887, -2.882777690887451, -2.7099924087524414, -10.554437637329102, -8.338703155517578, -5.343715667724609, -11.361790657043457, -2.346543073654175, -0.0007142852991819382]",bad,animate_subject_passive,288,syntax,s-selection,sample5,-4.546773910522461,-5.169534206390381,TRUE
Name is n't bought by some children .,-4.445267677307129,-40.007408142089844,"what , for dancing ? yourself . .","[-3.349701166152954, -2.8199002742767334, -3.068375825881958, -10.377470016479492, -6.184639930725098, -6.627232074737549, -7.116800308227539, -0.46284550428390503, -0.00044228785554878414]",good,animate_subject_passive,288,syntax,s-selection,sample6,-4.445267677307129,-4.73997974395752,TRUE
Name is n't bought by some mirrors .,-4.73997974395752,-42.65981674194336,"what , for dancing ? yourself . .","[-3.349701166152954, -2.8199002742767334, -3.068375825881958, -10.377470016479492, -6.184639930725098, -6.627232074737549, -9.90147590637207, -0.3307317793369293, -0.0002935693773906678]",bad,animate_subject_passive,288,syntax,s-selection,sample6,-4.445267677307129,-4.73997974395752,TRUE
Name is n't bought by some children .,-4.6729817390441895,-42.05683517456055,"what , for that a a of .","[-3.405649185180664, -2.710620403289795, -3.8186964988708496, -11.15786361694336, -9.104875564575195, -4.408177852630615, -7.167125701904297, -0.2830558717250824, -0.0007715824176557362]",good,animate_subject_passive,288,syntax,s-selection,sample7,-4.6729817390441895,-5.058583736419678,TRUE
Name is n't bought by some mirrors .,-5.058583736419678,-45.527252197265625,"what , for that a a of .","[-3.405649185180664, -2.710620403289795, -3.8186964988708496, -11.15786361694336, -9.104875564575195, -4.408177852630615, -10.117744445800781, -0.8030483722686768, -0.000577402301132679]",bad,animate_subject_passive,288,syntax,s-selection,sample7,-4.6729817390441895,-5.058583736419678,TRUE
Name is n't bought by some children .,-5.003756046295166,-45.03380584716797,"what , for that that Name of ?","[-3.1054515838623047, -3.0804266929626465, -3.1265077590942383, -11.14786148071289, -8.658409118652344, -6.879363059997559, -7.421056270599365, -1.6144410371780396, -0.00029059001826681197]",good,animate_subject_passive,288,syntax,s-selection,sample8,-5.003756046295166,-5.199719429016113,TRUE
Name is n't bought by some mirrors .,-5.199719429016113,-46.7974739074707,"what , for that that Name of .","[-3.1054515838623047, -3.0804266929626465, -3.1265077590942383, -11.14786148071289, -8.658409118652344, -6.879363059997559, -9.893381118774414, -0.9058252573013306, -0.00024434918304905295]",bad,animate_subject_passive,288,syntax,s-selection,sample8,-5.003756046295166,-5.199719429016113,TRUE
Name is n't bought by some children .,-4.661336898803711,-41.95203399658203,"what , home broken a a paper .","[-3.224195957183838, -2.9686989784240723, -2.9477994441986084, -11.52394962310791, -8.328306198120117, -6.648664474487305, -5.936710357666016, -0.3734046220779419, -0.00030322244856506586]",good,animate_subject_passive,288,syntax,s-selection,sample9,-4.661336898803711,-4.828658103942871,TRUE
Name is n't bought by some mirrors .,-4.828658103942871,-43.457923889160156,"what , home broken a a paper .","[-3.224195957183838, -2.9686989784240723, -2.9477994441986084, -11.52394962310791, -8.328306198120117, -6.648664474487305, -7.598358631134033, -0.2177087962627411, -0.00024291902082040906]",bad,animate_subject_passive,288,syntax,s-selection,sample9,-4.661336898803711,-4.828658103942871,TRUE
Name was n't watched by some cars .,-5.291209220886231,-47.62088394165039,"what , Name going . Name . .","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -13.182472229003906, -7.8144354820251465, -8.82957649230957, -6.109535217285156, -0.14895924925804138, -0.0002411313180346042]",bad,animate_subject_passive,309,syntax,s-selection,sample1,-5.360589981079102,-5.291209220886231,FALSE
Name was n't watched by some people .,-5.360589981079102,-48.24530792236328,"what , Name going . Name . .","[-3.038832426071167, -5.888733386993408, -2.6081018447875977, -13.182472229003906, -7.8144354820251465, -8.82957649230957, -6.545009613037109, -0.33794039487838745, -0.00020621081057470292]",good,animate_subject_passive,309,syntax,s-selection,sample1,-5.360589981079102,-5.291209220886231,FALSE
Name was n't watched by some cars .,-5.2932538986206055,-47.639286041259766,"what , a ? it Name ? ?","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -12.23377513885498, -7.959668159484863, -6.258556365966797, -7.316805839538574, -1.746690273284912, -0.0003093002596870065]",bad,animate_subject_passive,309,syntax,s-selection,sample10,-5.017619609832764,-5.2932538986206055,TRUE
Name was n't watched by some people .,-5.017619609832764,-45.15857696533203,"what , a ? it Name ? ?","[-3.5443806648254395, -5.562223434448242, -3.016876697540283, -12.23377513885498, -7.959668159484863, -6.258556365966797, -5.113297939300537, -1.4695550203323364, -0.00024673278676345944]",good,animate_subject_passive,309,syntax,s-selection,sample10,-5.017619609832764,-5.2932538986206055,TRUE
Name was n't watched by some cars .,-5.082756996154785,-45.74481201171875,"what , playing it ? Name . .","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -9.189800262451172, -9.067353248596191, -6.62556266784668, -8.507162094116211, -0.5878530144691467, -0.0005289109540171921]",bad,animate_subject_passive,309,syntax,s-selection,sample2,-5.082831859588623,-5.082756996154785,FALSE
Name was n't watched by some people .,-5.082831859588623,-45.745487213134766,"what , playing it ? Name . .","[-3.3328781127929688, -5.135676383972168, -3.2979977130889893, -9.189800262451172, -9.067353248596191, -6.62556266784668, -8.281510353088379, -0.8143423795700073, -0.0003695997002068907]",good,animate_subject_passive,309,syntax,s-selection,sample2,-5.082831859588623,-5.082756996154785,FALSE
Name was n't watched by some cars .,-5.709274291992188,-51.38346862792969,what . a it that the of .,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -15.18001937866211, -8.484749794006348, -6.376073360443115, -7.550417423248291, -1.4250279664993286, -0.0004801789182238281]",bad,animate_subject_passive,309,syntax,s-selection,sample3,-5.245527267456055,-5.709274291992188,TRUE
Name was n't watched by some people .,-5.245527267456055,-47.209747314453125,what . a it that the of .,"[-3.209115743637085, -5.662879943847656, -3.4947025775909424, -15.18001937866211, -8.484749794006348, -6.376073360443115, -3.546295166015625, -1.2554246187210083, -0.0004881620698142797]",good,animate_subject_passive,309,syntax,s-selection,sample3,-5.245527267456055,-5.709274291992188,TRUE
Name was n't watched by some cars .,-5.200040817260742,-46.80036926269531,"what , going there it the . .","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -10.558174133300781, -9.381372451782227, -5.700456619262695, -7.499989986419678, -0.39532896876335144, -0.000606710382271558]",bad,animate_subject_passive,309,syntax,s-selection,sample4,-4.815733432769775,-5.200040817260742,TRUE
Name was n't watched by some people .,-4.815733432769775,-43.34160232543945,"what , going there it the . .","[-3.3675284385681152, -5.276711940765381, -4.620205879211426, -10.558174133300781, -9.381372451782227, -5.700456619262695, -4.212092876434326, -0.22462360560894012, -0.00043299360550008714]",good,animate_subject_passive,309,syntax,s-selection,sample4,-4.815733432769775,-5.200040817260742,TRUE
Name was n't watched by some cars .,-4.934757709503174,-44.412818908691406,"what , a a it Name . .","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -10.454349517822266, -8.86785888671875, -6.328078746795654, -6.219124794006348, -0.3500460088253021, -0.000476246903417632]",bad,animate_subject_passive,309,syntax,s-selection,sample5,-4.697999954223633,-4.934757709503174,TRUE
Name was n't watched by some people .,-4.697999954223633,-42.28200149536133,"what , a a it Name . .","[-2.9871325492858887, -5.937201499938965, -3.2685534954071045, -10.454349517822266, -8.86785888671875, -6.328078746795654, -3.832284450531006, -0.6060400009155273, -0.0005029367166571319]",good,animate_subject_passive,309,syntax,s-selection,sample5,-4.697999954223633,-4.934757709503174,TRUE
Name was n't watched by some cars .,-5.143083572387695,-46.28775405883789,"what , a a that yourself . .","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -11.92825698852539, -7.068793296813965, -7.3062968254089355, -6.48909330368042, -1.2907170057296753, -0.0004755319678224623]",bad,animate_subject_passive,309,syntax,s-selection,sample6,-4.913187980651856,-5.143083572387695,TRUE
Name was n't watched by some people .,-4.913187980651856,-44.218692779541016,"what , a a that yourself . .","[-3.349701166152954, -5.53365421295166, -3.3207616806030273, -11.92825698852539, -7.068793296813965, -7.3062968254089355, -5.379958152770996, -0.33077844977378845, -0.0004898302140645683]",good,animate_subject_passive,309,syntax,s-selection,sample6,-4.913187980651856,-5.143083572387695,TRUE
Name was n't watched by some cars .,-5.037773609161377,-45.339962005615234,"what , that dancing the the fish *T*","[-3.405649185180664, -5.274982452392578, -3.6745598316192627, -11.343807220458984, -6.758213996887207, -4.915582656860352, -7.243366241455078, -2.7231903076171875, -0.0006127863889560103]",bad,animate_subject_passive,309,syntax,s-selection,sample7,-5.107905864715576,-5.037773609161377,FALSE
